Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,2139592,2144591,25.832,25.796,5.123,5.125,5.612,5.767
7,2144591,2149592,25.796,24.417,5.125,5.021,5.767,5.673
7,2149592,2154592,24.417,23.809,5.021,5.011,5.673,5.72
7,2154592,2159592,23.809,23.47,5.011,4.998,5.72,5.719
7,2159592,2164592,23.47,23.198,4.998,4.998,5.719,5.722
7,2164592,2169593,23.198,23.001,4.998,4.998,5.722,5.743
7,2169593,2174592,23.001,22.871,4.998,5.144,5.743,6.453
7,2174592,2179592,22.871,22.784,5.144,5.268,6.453,6.669
7,2179592,2184592,22.784,22.792,5.268,4.671,6.669,7.358
7,2184592,2189593,22.792,22.56,4.671,4.631,7.358,7.346
7,2189593,2194592,22.56,22.78,4.631,4.143,7.346,9.008
7,2194592,2199593,22.78,29.865,4.143,1.972,9.008,9.5
7,2199593,2204593,29.865,27.448,1.972,2.454,9.5,8.883
7,2204593,2209594,27.448,26.751,2.454,2.172,8.883,8.951
7,2209594,2214593,26.751,25.844,2.172,2.167,8.951,9.033
7,2214593,2219594,25.844,26.423,2.167,2.171,9.033,8.983
7,2219594,2224594,26.423,29.999,2.171,2.549,8.983,8.494
7,2224594,2229594,29.999,27.318,2.549,3.021,8.494,7.297
7,2229594,2234594,27.318,26.246,3.021,2.994,7.297,7.244
7,2234594,2239595,26.246,26.435,2.994,3.033,7.244,6.849
7,2239595,2244595,26.435,29.219,3.033,3.043,6.849,6.849
7,2244595,2249595,29.219,27.117,3.043,3.304,6.849,6.763
7,2249595,2254595,27.117,32.751,3.304,1.607,6.763,9.154
7,2254595,2259596,32.751,30.051,1.607,2.298,9.154,8.682
7,2259596,2264595,30.051,30.003,2.298,2.264,8.682,8.605
7,2264595,2269596,30.003,28.462,2.264,2.268,8.605,8.481
7,2269596,2274596,28.462,28.158,2.268,2.263,8.481,8.515
7,2274596,2279597,28.158,27.582,2.263,2.228,8.515,8.676
7,2279597,2284596,27.582,28.675,2.228,2.23,8.676,8.638
7,2284596,2289597,28.675,28.43,2.23,2.237,8.638,8.509
7,2289597,2294597,28.43,27.791,2.237,2.232,8.509,8.503
7,2294597,2299597,27.791,28.414,2.232,2.237,8.503,8.391
7,2299597,2304597,28.414,27.582,2.237,2.623,8.391,8.317
7,2304597,2309598,27.582,27.078,2.623,2.614,8.317,8.529
7,2309598,2314598,27.078,27.5,2.614,2.614,8.529,8.524
7,2314598,2319598,27.5,28.178,2.614,2.341,8.524,8.818
7,2319598,2324598,28.178,28.119,2.341,2.334,8.818,8.818
7,2324598,2329599,28.119,27.314,2.334,2.334,8.818,8.818
