Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,2134633,2139633,6.218,6.186,5.0,5.0,5.0,5.0
7,2139633,2144633,6.186,6.237,5.0,5.0,5.0,5.0
7,2144633,2149633,6.237,6.159,5.0,5.0,5.0,5.0
7,2149633,2154632,6.159,6.222,5.0,5.0,5.0,5.0
7,2154632,2159632,6.222,6.119,5.0,5.0,5.0,5.0
7,2159632,2164632,6.119,6.131,5.0,5.0,5.0,5.0
7,2164632,2169631,6.131,6.107,5.0,5.0,5.0,5.0
7,2169631,2174631,6.107,6.021,5.0,5.0,5.0,5.0
7,2174631,2179631,6.021,6.088,5.0,5.167,5.0,5.859
7,2179631,2184631,6.088,5.934,5.167,5.17,5.859,6.275
7,2184631,2189630,5.934,5.973,5.17,4.616,6.275,6.223
7,2189630,2194630,5.973,5.969,4.616,3.578,6.223,6.903
7,2194630,2199630,5.969,8.615,3.578,3.732,6.903,7.362
7,2199630,2204629,8.615,10.342,3.732,2.835,7.362,7.726
7,2204629,2209629,10.342,10.405,2.835,2.475,7.726,7.839
7,2209629,2214630,10.405,10.76,2.475,2.165,7.839,7.87
7,2214630,2219630,10.76,10.081,2.165,2.029,7.87,7.98
7,2219630,2224630,10.081,9.892,2.029,3.495,7.98,6.67
7,2224630,2229630,9.892,9.707,3.495,4.677,6.67,5.386
7,2229630,2234631,9.707,9.439,4.677,3.364,5.386,5.715
7,2234631,2239630,9.439,9.419,3.364,3.224,5.715,5.746
7,2239630,2244631,9.419,9.608,3.224,3.224,5.746,5.734
7,2244631,2249631,9.608,9.585,3.224,3.224,5.734,5.734
7,2249631,2254632,9.585,12.81,3.224,2.977,5.734,6.565
7,2254632,2259631,12.81,14.032,2.977,2.977,6.565,6.592
7,2259631,2264632,14.032,12.865,2.977,2.977,6.592,6.674
7,2264632,2269632,12.865,12.325,2.977,2.977,6.674,6.729
7,2269632,2274632,12.325,12.041,2.977,2.977,6.729,6.791
7,2274632,2279632,12.041,11.824,2.977,2.976,6.791,6.742
7,2279632,2284633,11.824,11.808,2.976,2.937,6.742,6.75
7,2284633,2289633,11.808,11.844,2.937,2.844,6.75,6.812
7,2289633,2294633,11.844,11.702,2.844,2.84,6.812,6.7
7,2294633,2299633,11.702,11.674,2.84,2.859,6.7,6.7
7,2299633,2304634,11.674,11.599,2.859,2.857,6.7,6.63
7,2304634,2309633,11.599,11.54,2.857,2.85,6.63,6.667
7,2309633,2314634,11.54,11.552,2.85,2.821,6.667,6.693
7,2314634,2319634,11.552,11.564,2.821,2.494,6.693,6.601
7,2319634,2324635,11.564,11.426,2.494,2.504,6.601,6.584
7,2324635,2329634,11.426,11.418,2.504,2.5,6.584,6.498
