Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,1030908,1035907,20.92,20.789,5.0,5.357,5.0,5.47
7,1035907,1040908,20.789,20.608,5.357,6.709,5.47,5.955
7,1040908,1045908,20.608,20.431,6.709,5.735,5.955,5.544
7,1045908,1050909,20.431,20.147,5.735,6.144,5.544,5.879
7,1050909,1055908,20.147,19.973,6.144,6.095,5.879,5.629
7,1055908,1060909,19.973,19.764,6.095,5.123,5.629,4.625
7,1060909,1065909,19.764,19.666,5.123,5.056,4.625,3.897
7,1065909,1070909,19.666,19.599,5.056,5.026,3.897,2.548
7,1070909,1075909,19.599,20.237,5.026,5.002,2.548,5.0
7,1075909,1080910,20.237,20.529,5.002,5.794,5.0,6.329
7,1080910,1085910,20.529,21.125,5.794,6.642,6.329,6.463
7,1085910,1090910,21.125,21.085,6.642,7.439,6.463,7.646
7,1090910,1095910,21.085,32.85,7.439,5.276,7.646,7.668
7,1095910,1100911,32.85,36.047,5.276,4.375,7.668,9.066
7,1100911,1105910,36.047,37.711,4.375,4.186,9.066,9.5
7,1105910,1110911,37.711,37.151,4.186,3.945,9.5,9.415
7,1110911,1115911,37.151,38.381,3.945,3.538,9.415,9.5
7,1115911,1120912,38.381,36.307,3.538,3.702,9.5,9.183
7,1120912,1125911,36.307,35.984,3.702,3.864,9.183,8.657
7,1125911,1130912,35.984,36.031,3.864,3.767,8.657,8.711
7,1130912,1135912,36.031,39.513,3.767,3.733,8.711,8.729
7,1135912,1140912,39.513,38.279,3.733,3.716,8.729,8.754
7,1140912,1145912,38.279,41.315,3.716,3.716,8.754,8.759
7,1145912,1150913,41.315,49.988,3.716,2.542,8.759,9.5
7,1150913,1155913,49.988,52.906,2.542,2.478,9.5,9.5
7,1155913,1160913,52.906,50.99,2.478,2.856,9.5,9.31
7,1160913,1165913,50.99,48.955,2.856,3.669,9.31,8.33
7,1165913,1170914,48.955,47.922,3.669,4.554,8.33,8.167
7,1170914,1175913,47.922,46.432,4.554,5.133,8.167,8.074
7,1175913,1180914,46.432,46.121,5.133,5.097,8.074,7.31
7,1180914,1185914,46.121,46.921,5.097,5.04,7.31,7.152
7,1185914,1190915,46.921,46.263,5.04,5.04,7.152,6.992
7,1190915,1195914,46.263,47.934,5.04,5.04,6.992,6.933
7,1195914,1200915,47.934,47.922,5.04,5.032,6.933,6.961
7,1200915,1205915,47.922,49.082,5.032,5.032,6.961,6.967
7,1205915,1210915,49.082,48.971,5.032,5.134,6.967,7.074
7,1210915,1215915,48.971,50.142,5.134,5.743,7.074,7.093
7,1215915,1220916,50.142,47.895,5.743,5.765,7.093,6.923
7,1220916,1225916,47.895,46.956,5.765,5.765,6.923,6.713
