Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,460207,465208,19.536,20.289,5.0,5.0,5.0,5.0
7,465208,470208,20.289,20.166,5.0,5.0,5.0,5.0
7,470208,475209,20.166,20.092,5.0,5.0,5.0,5.0
7,475209,480208,20.092,20.052,5.0,5.0,5.0,5.15
7,480208,485209,20.052,19.965,5.0,4.897,5.15,5.437
7,485209,490209,19.965,19.796,4.897,4.897,5.437,5.563
7,490209,495209,19.796,19.764,4.897,4.901,5.563,5.57
7,495209,500209,19.764,19.871,4.901,4.929,5.57,5.625
7,500209,505210,19.871,19.922,4.929,5.195,5.625,5.796
7,505210,510210,19.922,20.202,5.195,5.378,5.796,6.031
7,510210,515210,20.202,20.178,5.378,5.388,6.031,6.321
7,515210,520210,20.178,20.178,5.388,5.439,6.321,6.361
7,520210,525211,20.178,22.666,5.439,5.216,6.361,6.605
7,525211,530210,22.666,22.816,5.216,5.239,6.605,6.606
7,530210,535211,22.816,22.461,5.239,5.201,6.606,6.638
7,535211,540211,22.461,22.418,5.201,5.115,6.638,6.647
7,540211,545212,22.418,22.343,5.115,5.304,6.647,6.877
7,545212,550211,22.343,22.666,5.304,5.31,6.877,7.132
7,550211,555212,22.666,22.5,5.31,5.324,7.132,7.161
7,555212,560212,22.5,22.54,5.324,5.314,7.161,7.184
7,560212,565212,22.54,23.285,5.314,5.345,7.184,7.228
7,565212,570212,23.285,23.608,5.345,5.055,7.228,7.361
7,570212,575213,23.608,24.858,5.055,4.834,7.361,7.361
7,575213,580213,24.858,27.642,4.834,4.365,7.361,7.283
7,580213,585213,27.642,26.928,4.365,4.723,7.283,7.281
7,585213,590213,26.928,26.439,4.723,5.091,7.281,7.321
7,590213,595214,26.439,26.404,5.091,4.852,7.321,7.405
7,595214,600213,26.404,26.029,4.852,4.533,7.405,6.826
7,600213,605214,26.029,25.946,4.533,4.527,6.826,6.732
7,605214,610214,25.946,25.694,4.527,5.069,6.732,6.541
7,610214,615215,25.694,25.718,5.069,4.796,6.541,6.123
7,615215,620214,25.718,25.662,4.796,4.787,6.123,6.084
7,620214,625215,25.662,26.53,4.787,4.787,6.084,6.419
7,625215,630215,26.53,26.084,4.787,4.787,6.419,6.644
7,630215,635215,26.084,26.171,4.787,4.791,6.644,6.916
7,635215,640215,26.171,29.108,4.791,4.809,6.916,6.964
7,640215,645216,29.108,28.793,4.809,5.444,6.964,6.944
7,645216,650216,28.793,28.012,5.444,5.633,6.944,6.994
7,650216,655216,28.012,27.448,5.633,5.792,6.994,7.05
