Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,1874468,1879469,24.969,25.804,5.0,5.23,5.0,5.412
7,1879469,1884469,25.804,24.275,5.23,5.38,5.412,5.231
7,1884469,1889469,24.275,23.707,5.38,5.262,5.231,5.0
7,1889469,1894469,23.707,23.139,5.262,5.194,5.0,5.0
7,1894469,1899470,23.139,22.568,5.194,5.0,5.0,5.0
7,1899470,1904469,22.568,22.075,5.0,5.0,5.0,5.0
7,1904469,1909470,22.075,22.15,5.0,5.019,5.0,5.0
7,1909470,1914470,22.15,21.503,5.019,5.413,5.0,5.47
7,1914470,1919471,21.503,21.255,5.413,5.441,5.47,5.48
7,1919471,1924470,21.255,20.762,5.441,5.441,5.48,5.464
7,1924470,1929471,20.762,21.298,5.441,5.573,5.464,5.747
7,1929471,1934471,21.298,26.975,5.573,4.64,5.747,6.439
7,1934471,1939471,26.975,29.503,4.64,4.965,6.439,6.632
7,1939471,1944471,29.503,32.243,4.965,4.367,6.632,6.782
7,1944471,1949472,32.243,29.455,4.367,4.739,6.782,6.662
7,1949472,1954472,29.455,29.227,4.739,4.868,6.662,6.837
7,1954472,1959472,29.227,28.371,4.868,4.968,6.837,6.375
7,1959472,1964472,28.371,27.689,4.968,5.391,6.375,5.654
7,1964472,1969473,27.689,29.163,5.391,5.467,5.654,5.788
7,1969473,1974472,29.163,28.186,5.467,5.308,5.788,5.822
7,1974472,1979473,28.186,29.128,5.308,5.252,5.822,5.822
7,1979473,1984473,29.128,28.351,5.252,5.296,5.822,5.822
7,1984473,1989474,28.351,31.86,5.296,4.537,5.822,6.517
7,1989474,1994473,31.86,29.743,4.537,4.806,6.517,6.872
7,1994473,1999474,29.743,29.349,4.806,4.647,6.872,6.82
7,1999474,2004474,29.349,29.625,4.647,4.782,6.82,6.834
7,2004474,2009474,29.625,32.14,4.782,4.631,6.834,7.086
7,2009474,2014474,32.14,30.2,4.631,4.637,7.086,7.082
7,2014474,2019475,30.2,29.428,4.637,4.752,7.082,6.806
7,2019475,2024475,29.428,28.777,4.752,4.815,6.806,6.743
7,2024475,2029475,28.777,29.656,4.815,5.387,6.743,5.393
7,2029475,2034475,29.656,29.065,5.387,5.427,5.393,5.262
7,2034475,2039476,29.065,29.526,5.427,5.544,5.262,5.432
7,2039476,2044475,29.526,28.868,5.544,5.789,5.432,5.321
7,2044475,2049476,28.868,32.049,5.789,5.697,5.321,5.508
7,2049476,2054476,32.049,29.439,5.697,5.847,5.508,6.051
7,2054476,2059477,29.439,28.966,5.847,5.855,6.051,6.332
7,2059477,2064476,28.966,28.769,5.855,5.855,6.332,6.332
