Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,4.6197,5.0,3.992,4.673,5.325039999999999,5.597,5.0,5.406499999999999
3,4.4657373737373725,4.546,4.368,4.502,5.901383838383838,6.439,5.597,5.901
4,4.54379,4.631,4.397,4.546,6.682100000000002,7.215,6.439,6.4715
5,4.200777777777778,4.392,4.174,4.174,6.997969696969698,7.215,6.962,6.962
6,4.1739999999999995,4.174,4.174,4.174,6.9620000000000015,6.962,6.962,6.962
7,4.1583838383838385,4.174,4.137,4.174,6.893474747474748,6.962,6.745,6.962
8,4.158110000000001,4.176,4.137,4.1705000000000005,6.684049999999998,6.745,6.548,6.667
9,3.9001899999999994,4.171,3.748,3.839,6.42769,6.544,6.358,6.406
10,3.6405051546391762,3.748,3.594,3.643,6.316597938144329,6.367,6.228,6.356
11,3.6016237623762377,3.719,3.594,3.594,6.3817623762376225,6.603,6.367,6.367
12,3.754838383838384,3.758,3.719,3.758,6.686939393939395,6.715,6.603,6.699
13,3.692040404040405,3.743,3.67,3.67,6.571161616161614,6.623,6.536,6.553
14,3.6069897959183677,3.67,3.461,3.63,6.6464795918367345,7.142,6.496,6.532
15,3.5825555555555555,3.698,3.524,3.533,7.095575757575758,7.319,6.979,7.033
16,3.5203232323232316,3.524,3.515,3.524,6.991141414141414,7.039,6.966,6.969
17,3.5149999999999997,3.515,3.515,3.515,7.091959595959596,7.146,7.039,7.084
18,3.4547425742574265,3.559,3.208,3.515,8.270970297029704,9.072,7.114,8.489
19,3.07082,3.363,2.716,3.1695,8.19357,8.63,7.799,8.102
20,2.9025773195876297,3.03,2.716,2.978,8.549226804123712,9.5,7.767,8.586
21,2.677930000000001,2.739,2.389,2.734,9.08274,9.481,8.879,9.011
22,2.4114845360824746,2.435,2.39,2.41,9.170721649484536,9.463,9.104,9.134
23,2.176,2.52,1.948,2.1384999999999996,9.226755102040817,9.5,9.046,9.222
24,2.5282708333333335,2.532,2.519,2.532,9.11978125,9.141,9.046,9.14
25,2.5326938775510204,2.534,2.532,2.532,9.14,9.14,9.14,9.14
26,2.6064639175257733,2.673,2.534,2.633,8.957783505154639,9.14,8.779,8.91
27,2.679336734693877,2.68,2.677,2.6795,8.796785714285715,8.823,8.778,8.788
28,2.6905567010309284,2.706,2.675,2.692,9.047793814432989,9.142,8.802,9.141
29,2.7065000000000006,2.707,2.706,2.7065,9.141000000000002,9.141,9.141,9.141
