Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6,5.0,5.0,5.0,5.0,5.001158415841584,5.01,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
12,4.788732673267328,5.0,3.797,4.993,5.0471089108910885,5.251,5.0,5.0
13,3.947237623762377,3.954,3.876,3.953,4.928069306930694,5.176,4.908,4.92
14,3.968445544554455,3.997,3.954,3.964,4.975495049504952,5.117,4.908,4.908
15,3.9884653465346562,4.119,3.898,3.931,5.402861386138613,5.517,5.117,5.425
16,3.898000000000002,3.898,3.898,3.898,5.607396039603963,5.649,5.517,5.615
17,3.898000000000002,3.898,3.898,3.898,5.6882970297029685,5.709,5.649,5.682
18,3.898000000000002,3.898,3.898,3.898,5.768584158415844,5.844,5.709,5.745
19,3.898000000000002,3.898,3.898,3.898,5.844000000000002,5.844,5.844,5.844
20,3.7710594059405946,3.898,3.12,3.898,5.953029702970297,6.556,5.844,5.844
21,2.1183564356435642,3.12,1.718,1.913,7.463386138613862,8.005,6.556,7.675
22,1.5530792079207918,1.718,1.397,1.581,8.261267326732675,8.605,8.005,8.135
23,0.859831683168317,1.397,0.5,0.747,9.004772277227724,9.197,8.605,9.18
24,0.5,0.5,0.5,0.5,9.202475247524754,9.206,9.197,9.203
25,0.5,0.5,0.5,0.5,9.22148514851485,9.262,9.206,9.206
26,0.5,0.5,0.5,0.5,9.261999999999997,9.262,9.262,9.262
27,0.5,0.5,0.5,0.5,9.256465346534652,9.262,9.234,9.262
28,0.580772277227723,0.615,0.5,0.598,9.153683168316833,9.234,9.119,9.148
29,0.6150000000000002,0.615,0.615,0.615,9.119,9.119,9.119,9.119
