Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.021445544554454,5.167,5.0,5.0
2,5.0,5.0,5.0,5.0,5.2980297029703,5.392,5.167,5.298
3,4.888356435643564,5.0,4.519,4.953,5.732623762376238,6.326,5.38,5.575
4,4.2043762376237614,4.519,3.878,4.327,6.500980198019804,6.7,6.326,6.396
5,3.8779999999999992,3.878,3.878,3.878,6.704396039603964,6.706,6.7,6.706
6,3.880326732673266,3.885,3.878,3.878,6.706029702970299,6.707,6.706,6.706
7,3.882316831683166,3.885,3.852,3.885,6.7609801980198,6.833,6.707,6.751
8,3.714277227722772,3.852,3.546,3.724,6.889960396039603,6.958,6.833,6.901
9,3.476217821782178,3.546,3.472,3.472,6.991752475247524,7.0,6.958,6.992
10,3.4719999999999995,3.472,3.472,3.472,7.024544554455446,7.032,7.0,7.032
11,3.3440000000000003,3.472,3.115,3.46,7.027247524752473,7.032,7.021,7.032
12,2.7153168316831673,3.115,2.496,2.673,7.492861386138614,7.759,7.006,7.614
13,2.422366336633664,2.496,2.101,2.489,7.804683168316832,8.034,7.759,7.759
14,1.9039306930693065,2.101,1.803,1.914,8.235346534653466,8.321,8.034,8.233
15,1.7936039603960396,1.803,1.774,1.793,8.325514851485147,8.333,8.321,8.322
16,1.5904257425742576,1.999,1.393,1.603,8.110762376237625,8.419,7.879,7.991
17,1.9981584158415837,1.999,1.998,1.998,7.926693069306929,7.929,7.902,7.929
18,1.248891089108911,1.998,0.5,1.361,8.433366336633663,9.315,7.929,8.378
19,0.6478910891089109,0.792,0.5,0.673,8.117039603960398,8.661,7.942,8.034
20,1.4445049504950498,1.556,0.792,1.532,7.6624653465346535,7.942,7.627,7.628
21,1.3399306930693071,1.791,1.14,1.211,7.834861386138615,8.091,7.669,7.8
22,1.948613861386139,1.964,1.791,1.954,8.185831683168319,8.278,8.08,8.238
23,0.8245841584158417,1.953,0.5,0.5,9.236940594059407,9.5,8.278,9.5
24,1.070090909090909,1.193,0.585,1.103,9.5,9.5,9.5,9.5
25,1.1024257425742576,1.103,1.099,1.103,9.5,9.5,9.5,9.5
26,1.101336633663366,1.109,1.098,1.099,9.5,9.5,9.5,9.5
27,1.105356435643564,1.119,1.07,1.109,9.5,9.5,9.5,9.5
28,0.8607623762376236,1.079,0.5,1.07,9.5,9.5,9.5,9.5
29,0.9163972602739727,1.277,0.5,0.89,9.5,9.5,9.5,9.5
