Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.2565148514851465,6.081,5.0,5.0,4.947376237623762,5.0,4.794,5.0
2,5.786336633663366,5.793,5.781,5.781,4.507544554455444,4.794,4.402,4.43
3,5.793346534653464,5.805,5.793,5.793,4.392277227722773,4.402,4.392,4.392
4,5.819702970297031,5.831,5.805,5.824,4.370148514851485,4.392,4.356,4.364
5,5.834792079207921,5.846,5.831,5.831,4.356000000000001,4.356,4.356,4.356
6,6.052386138613864,6.237,5.846,6.162,3.9861782178217826,4.356,3.699,3.788
7,6.162000000000002,6.162,6.162,6.162,3.700069306930692,3.729,3.699,3.699
8,6.161227722772275,6.162,6.16,6.162,3.772930693069306,3.779,3.729,3.774
9,6.01469306930693,6.16,5.924,6.012,3.3557326732673274,3.779,2.951,3.425
10,5.921772277227726,5.924,5.921,5.921,2.7617128712871293,2.951,2.677,2.774
11,5.921000000000003,5.921,5.921,5.921,2.776910891089109,2.777,2.776,2.777
12,5.888554455445544,5.921,5.483,5.921,2.7412475247524757,2.777,2.424,2.777
13,5.078039603960396,5.483,4.774,5.072,1.5397920792079212,2.424,0.893,1.518
14,4.982752475247524,5.02,4.96,4.96,0.5720792079207921,0.893,0.5,0.5
15,4.959999999999999,4.96,4.96,4.96,0.5,0.5,0.5,0.5
16,4.993633663366336,5.055,4.96,4.986,0.5172376237623763,0.597,0.5,0.5
17,5.071455445544554,5.091,5.055,5.06,0.6177722772277229,0.637,0.597,0.612
18,5.114514851485149,5.164,5.091,5.105,0.6517920792079207,0.681,0.637,0.643
19,5.225742574257427,5.231,5.164,5.231,0.6904950495049503,0.696,0.681,0.687
20,5.407881188118814,5.581,5.231,5.521,0.6959999999999997,0.696,0.696,0.696
21,5.634029702970296,5.679,5.581,5.67,0.662940594059406,0.696,0.558,0.696
22,5.678999999999999,5.679,5.679,5.679,0.5579999999999999,0.558,0.558,0.558
23,5.678999999999999,5.679,5.679,5.679,0.5676831683168316,0.589,0.558,0.558
24,5.679336633663365,5.68,5.679,5.679,0.5890000000000001,0.589,0.589,0.589
25,5.680752475247526,5.693,5.68,5.68,0.592940594059406,0.597,0.589,0.596
26,5.686643564356436,5.697,5.645,5.697,0.6194356435643564,0.637,0.597,0.628
27,5.460019801980198,5.645,4.861,5.533,0.6092673267326734,0.611,0.609,0.609
28,4.939762376237623,5.0,4.861,4.964,0.6418415841584157,0.702,0.609,0.632
29,5.062465346534655,5.071,5.0,5.067,0.7406237623762377,0.745,0.702,0.742
30,5.071,5.071,5.071,5.071,0.745,0.745,0.745,0.745
