Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.251059405940595,6.359,5.0,5.0,5.023039603960397,5.672,4.661,5.0
2,6.71842574257426,6.801,6.359,6.717,5.690376237623761,5.857,5.533,5.681
3,6.778178217821781,6.792,6.775,6.775,5.626999999999999,5.627,5.627,5.627
4,6.7749999999999995,6.775,6.775,6.775,5.636079207920793,5.639,5.627,5.639
5,6.775,6.775,6.775,6.775,5.639000000000002,5.639,5.639,5.639
6,6.7749999999999995,6.775,6.775,6.775,5.743049504950495,5.75,5.639,5.75
7,6.791198019801981,6.806,6.775,6.806,5.668237623762373,5.75,5.592,5.637
8,6.844207920792078,6.997,6.806,6.812,5.566782178217822,5.637,5.192,5.628
9,6.978762376237622,6.997,6.959,6.97,4.108623762376237,5.192,3.82,3.823
10,6.959,6.959,6.959,6.959,3.8199999999999994,3.82,3.82,3.82
11,6.959,6.959,6.959,6.959,3.8199999999999994,3.82,3.82,3.82
12,6.9512525252525235,6.959,6.939,6.955,3.8165555555555555,3.82,3.809,3.82
13,6.932128712871284,6.939,6.902,6.934,3.7953168316831682,3.809,3.658,3.809
14,7.1502376237623775,7.736,6.61,6.971,1.353910891089109,3.658,0.5,0.5
15,7.75906930693069,7.765,7.735,7.762,0.5,0.5,0.5,0.5
16,6.533920792079207,7.762,5.211,6.131,0.5127623762376239,0.588,0.5,0.5
17,5.080000000000002,5.211,5.075,5.075,0.6119108910891088,0.613,0.588,0.613
18,5.077049504950495,5.078,5.075,5.078,0.6796336633663363,0.713,0.613,0.697
19,5.078,5.078,5.078,5.078,0.7307128712871285,0.77,0.713,0.72
20,5.065118811881188,5.078,5.058,5.06,0.7968910891089113,0.807,0.77,0.807
21,5.058,5.058,5.058,5.058,0.8070000000000004,0.807,0.807,0.807
22,5.058,5.058,5.058,5.058,0.818049504950495,0.827,0.807,0.819
23,5.058,5.058,5.058,5.058,0.8877128712871286,0.902,0.827,0.902
24,6.043099009900988,6.333,5.058,6.31,0.68690099009901,0.856,0.5,0.794
25,6.332999999999998,6.333,6.333,6.333,0.7993069306930695,0.801,0.798,0.798
26,6.332999999999998,6.333,6.333,6.333,0.8127920792079207,0.824,0.801,0.82
27,6.332999999999998,6.333,6.333,6.333,0.830108910891089,0.857,0.824,0.824
28,6.332999999999998,6.333,6.333,6.333,0.8622079207920794,0.864,0.857,0.862
29,6.332999999999999,6.333,6.333,6.333,0.8640000000000002,0.864,0.864,0.864
