Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,5.2508415841584135,5.699,5.0,5.127,5.0076138613861385,5.067,4.913,5.0
6,5.890247524752478,5.95,5.699,5.95,4.8718514851485155,4.913,4.853,4.866
7,5.965940594059405,6.04,5.95,5.95,4.916118811881188,4.93,4.906,4.91
8,6.203831683168318,6.232,6.04,6.224,4.93,4.93,4.93,4.93
9,6.2840099009901,6.322,6.232,6.296,4.93,4.93,4.93,4.93
10,6.333227722772276,6.338,6.322,6.333,4.93,4.93,4.93,4.93
11,6.341524752475244,6.353,6.338,6.338,4.93,4.93,4.93,4.93
12,6.105455445544555,6.357,5.516,6.352,4.942970297029704,4.983,4.93,4.93
13,5.2463366336633666,5.516,5.0,5.218,4.998376237623763,5.0,4.983,5.0
14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
17,5.026762376237622,5.037,5.0,5.037,5.0,5.0,5.0,5.0
18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
19,4.998019801980198,5.0,4.992,5.0,5.0,5.0,5.0,5.0
20,4.986079207920793,4.992,4.981,4.99,5.0,5.0,5.0,5.0
21,4.850722772277227,4.981,4.748,4.792,5.0,5.0,5.0,5.0
22,4.667475247524751,4.748,4.53,4.666,4.999633663366335,5.049,4.878,5.0
23,4.201069306930694,4.53,4.025,4.046,4.706782178217824,4.878,4.624,4.633
24,4.01660396039604,4.025,4.012,4.018,4.624000000000001,4.624,4.624,4.624
25,4.012,4.012,4.012,4.012,4.59819801980198,4.624,4.423,4.624
26,4.02678217821782,4.032,4.012,4.032,4.394029702970297,4.423,4.383,4.386
27,4.035920792079207,4.037,4.032,4.037,4.383,4.383,4.383,4.383
28,4.036702970297029,4.042,4.03,4.038,4.324722772277227,4.383,4.283,4.296
29,4.033227722772277,4.224,4.03,4.03,4.321722772277228,4.545,4.292,4.316
30,4.26,4.296,4.224,4.26,4.5565,4.568,4.545,4.5565
