Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0104554455445545,5.096,5.0,5.0,4.947366336633663,5.019,4.32,5.008
2,5.092514851485148,5.096,5.089,5.091,3.5260594059405954,4.32,3.307,3.35
3,5.454089108910892,5.965,5.089,5.457,3.238564356435644,3.307,3.144,3.225
4,6.1166831683168335,6.34,5.965,6.015,3.124326732673268,3.144,3.086,3.137
5,6.511900990099011,6.668,6.34,6.512,3.077900990099009,3.089,3.063,3.083
6,6.668000000000002,6.668,6.668,6.668,3.088999999999999,3.089,3.089,3.089
7,6.668000000000002,6.668,6.668,6.668,3.088999999999999,3.089,3.089,3.089
8,6.668000000000002,6.668,6.668,6.668,3.088999999999999,3.089,3.089,3.089
9,6.668000000000002,6.668,6.668,6.668,3.088999999999999,3.089,3.089,3.089
10,6.668000000000002,6.668,6.668,6.668,3.088999999999999,3.089,3.089,3.089
11,6.668000000000002,6.668,6.668,6.668,3.068772277227721,3.089,3.054,3.062
12,6.668000000000002,6.668,6.668,6.668,3.0539999999999985,3.054,3.054,3.054
13,6.668000000000002,6.668,6.668,6.668,3.0539999999999985,3.054,3.054,3.054
14,6.668000000000002,6.668,6.668,6.668,3.0539999999999985,3.054,3.054,3.054
15,6.665386138613861,6.668,6.665,6.665,3.051237623762376,3.054,3.042,3.054
16,6.665,6.665,6.665,6.665,3.041009900990099,3.042,3.041,3.041
17,6.665,6.665,6.665,6.665,3.0409999999999995,3.041,3.041,3.041
18,6.665,6.665,6.665,6.665,3.0409999999999995,3.041,3.041,3.041
19,6.660277227722773,6.665,6.642,6.665,3.014514851485149,3.041,2.944,3.036
20,6.634544554455447,6.642,6.633,6.633,2.919455445544554,2.944,2.916,2.916
21,6.632435643564359,6.633,6.628,6.633,2.9159999999999995,2.916,2.916,2.916
22,6.628000000000002,6.628,6.628,6.628,2.9159999999999995,2.916,2.916,2.916
23,6.62152475247525,6.628,6.618,6.622,2.9159999999999995,2.916,2.916,2.916
24,6.618000000000002,6.618,6.618,6.618,2.918029702970297,2.925,2.916,2.916
25,6.617663366336634,6.618,6.615,6.618,2.9333465346534666,2.934,2.925,2.934
26,6.613346534653463,6.615,6.612,6.612,2.934000000000002,2.934,2.934,2.934
27,6.60927722772277,6.612,6.608,6.608,2.934000000000002,2.934,2.934,2.934
28,6.607049504950494,6.608,6.606,6.608,2.934000000000002,2.934,2.934,2.934
29,6.60338613861386,6.606,6.587,6.603,2.9340099009901004,2.935,2.934,2.934
30,6.587,6.587,6.587,6.587,2.936,2.937,2.935,2.936
