Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
5,1885893,1890892,10.152,10.03,5.0,6.853,5.0,4.821
5,1890892,1895892,10.03,9.896,6.853,7.23,4.821,4.691
5,1895892,1900892,9.896,9.947,7.23,7.848,4.691,4.451
5,1900892,1905891,9.947,9.829,7.848,7.882,4.451,4.337
5,1905891,1910891,9.829,9.782,7.882,7.882,4.337,4.331
5,1910891,1915891,9.782,9.675,7.882,7.888,4.331,4.319
5,1915891,1920891,9.675,9.585,7.888,7.926,4.319,4.29
5,1920891,1925890,9.585,9.451,7.926,7.926,4.29,4.29
5,1925890,1930890,9.451,9.399,7.926,7.926,4.29,4.29
5,1930890,1935890,9.399,9.277,7.926,7.926,4.29,4.29
5,1935890,1940889,9.277,9.183,7.926,7.926,4.29,4.289
5,1940889,1945889,9.183,9.167,7.926,7.926,4.289,4.289
5,1945889,1950889,9.167,9.08,7.926,7.926,4.289,4.289
5,1950889,1955889,9.08,8.989,7.926,7.927,4.289,4.289
5,1955889,1960888,8.989,9.037,7.927,7.894,4.289,4.137
5,1960888,1965888,9.037,9.072,7.894,7.894,4.137,4.393
5,1965888,1970888,9.072,8.91,7.894,7.894,4.393,4.495
5,1970888,1975887,8.91,8.93,7.894,7.894,4.495,4.488
5,1975887,1980887,8.93,8.84,7.894,7.915,4.488,3.332
5,1980887,1985887,8.84,8.686,7.915,7.837,3.332,2.865
5,1985887,1990887,8.686,8.757,7.837,7.554,2.865,2.769
5,1990887,1995886,8.757,8.615,7.554,7.548,2.769,2.748
5,1995886,2000886,8.615,8.599,7.548,7.548,2.748,2.748
5,2000886,2005886,8.599,8.552,7.548,7.548,2.748,2.748
5,2005886,2010885,8.552,8.433,7.548,7.548,2.748,2.748
5,2010885,2015885,8.433,8.426,7.548,7.271,2.748,3.286
5,2015885,2020885,8.426,8.374,7.271,7.271,3.286,3.258
5,2020885,2025885,8.374,8.276,7.271,7.271,3.258,3.258
