Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
5,1082774,1087775,37.526,37.088,5.0,5.714,5.0,4.99
5,1087775,1092775,37.088,36.721,5.714,9.5,4.99,4.954
5,1092775,1097776,36.721,36.954,9.5,9.5,4.954,4.954
5,1097776,1102775,36.954,36.469,9.5,9.5,4.954,4.954
5,1102775,1107776,36.469,36.059,9.5,9.5,4.954,4.954
5,1107776,1112776,36.059,35.625,9.5,9.5,4.954,4.954
5,1112776,1117776,35.625,35.361,9.5,9.5,4.954,4.954
5,1117776,1122776,35.361,35.097,9.5,9.5,4.954,4.954
5,1122776,1127777,35.097,34.88,9.5,9.5,4.954,4.954
5,1127777,1132777,34.88,34.719,9.5,9.5,4.954,4.954
5,1132777,1137777,34.719,34.525,9.5,9.225,4.954,5.049
5,1137777,1142777,34.525,34.273,9.225,9.225,5.049,5.049
5,1142777,1147778,34.273,34.025,9.225,9.225,5.049,5.049
5,1147778,1152777,34.025,33.828,9.225,9.225,5.049,5.049
5,1152777,1157778,33.828,33.8,9.225,9.103,5.049,5.215
5,1157778,1162778,33.8,34.048,9.103,8.838,5.215,5.808
5,1162778,1167779,34.048,34.565,8.838,8.599,5.808,5.561
5,1167779,1172778,34.565,34.107,8.599,8.603,5.561,5.271
5,1172778,1177779,34.107,33.638,8.603,8.603,5.271,5.271
5,1177779,1182779,33.638,33.197,8.603,8.496,5.271,5.235
5,1182779,1187779,33.197,32.806,8.496,8.496,5.235,5.235
5,1187779,1192779,32.806,32.586,8.496,8.689,5.235,5.022
5,1192779,1197780,32.586,32.25,8.689,8.505,5.022,5.005
5,1197780,1202780,32.25,32.101,8.505,8.505,5.005,5.005
5,1202780,1207780,32.101,31.797,8.505,8.352,5.005,5.0
5,1207780,1212780,31.797,31.505,8.352,8.32,5.0,5.0
5,1212780,1217781,31.505,31.206,8.32,8.272,5.0,4.993
5,1217781,1222780,31.206,30.934,8.272,8.272,4.993,4.985
5,1222780,1227781,30.934,30.567,8.272,8.272,4.985,4.985
