Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
5,1568885,1573884,14.359,15.029,5.0,5.0,5.0,5.0
5,1573884,1578885,15.029,18.562,5.0,5.0,5.0,5.0
5,1578885,1583885,18.562,19.047,5.0,4.094,5.0,4.851
5,1583885,1588886,19.047,19.457,4.094,4.051,4.851,4.786
5,1588886,1593885,19.457,19.808,4.051,3.884,4.786,4.661
5,1593885,1598886,19.808,20.143,3.884,3.693,4.661,4.494
5,1598886,1603886,20.143,20.316,3.693,3.652,4.494,4.453
5,1603886,1608886,20.316,20.462,3.652,3.648,4.453,4.397
5,1608886,1613886,20.462,20.608,3.648,3.622,4.397,4.362
5,1613886,1618887,20.608,20.726,3.622,4.511,4.362,4.114
5,1618887,1623887,20.726,20.687,4.511,4.511,4.114,4.041
5,1623887,1628887,20.687,20.517,4.511,4.511,4.041,3.973
5,1628887,1633887,20.517,20.454,4.511,4.511,3.973,3.926
5,1633887,1638888,20.454,20.344,4.511,4.508,3.926,3.9
5,1638888,1643887,20.344,20.541,4.508,4.496,3.9,3.873
5,1643887,1648888,20.541,21.814,4.496,4.492,3.873,3.858
5,1648888,1653888,21.814,22.043,4.492,4.825,3.858,4.103
5,1653888,1658889,22.043,21.984,4.825,4.931,4.103,3.643
5,1658889,1663888,21.984,21.862,4.931,4.527,3.643,3.387
5,1663888,1668889,21.862,21.609,4.527,4.624,3.387,3.399
5,1668889,1673889,21.609,21.424,4.624,4.449,3.399,3.399
5,1673889,1678889,21.424,21.101,4.449,4.399,3.399,3.399
5,1678889,1683889,21.101,20.793,4.399,4.671,3.399,3.226
5,1683889,1688890,20.793,20.419,4.671,5.019,3.226,3.237
5,1688890,1693890,20.419,19.918,5.019,5.024,3.237,2.865
5,1693890,1698890,19.918,19.642,5.024,5.131,2.865,2.058
5,1698890,1703890,19.642,19.204,5.131,5.131,2.058,2.058
5,1703890,1708891,19.204,18.771,5.131,5.131,2.058,2.051
