Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
5,844129,849129,32.337,30.259,5.0,5.781,5.0,4.794
5,849129,854129,30.259,29.439,5.781,5.793,4.794,4.402
5,854129,859130,29.439,28.82,5.793,5.805,4.402,4.392
5,859130,864130,28.82,28.257,5.805,5.831,4.392,4.356
5,864130,869130,28.257,27.713,5.831,5.846,4.356,4.356
5,869130,874130,27.713,27.385,5.846,6.162,4.356,3.699
5,874130,879131,27.385,26.79,6.162,6.162,3.699,3.729
5,879131,884130,26.79,26.447,6.162,6.16,3.729,3.779
5,884130,889131,26.447,25.836,6.16,5.924,3.779,2.951
5,889131,894131,25.836,25.177,5.924,5.921,2.951,2.776
5,894131,899132,25.177,24.551,5.921,5.921,2.776,2.777
5,899132,904131,24.551,23.802,5.921,5.483,2.777,2.424
5,904131,909132,23.802,23.23,5.483,5.02,2.424,0.893
5,909132,914132,23.23,22.773,5.02,4.96,0.893,0.5
5,914132,919132,22.773,22.055,4.96,4.96,0.5,0.5
5,919132,924132,22.055,21.881,4.96,5.055,0.5,0.597
5,924132,929133,21.881,21.337,5.055,5.091,0.597,0.637
5,929133,934133,21.337,20.793,5.091,5.164,0.637,0.681
5,934133,939133,20.793,20.285,5.164,5.231,0.681,0.696
5,939133,944133,20.285,19.689,5.231,5.581,0.696,0.696
5,944133,949134,19.689,19.279,5.581,5.679,0.696,0.558
5,949134,954133,19.279,18.759,5.679,5.679,0.558,0.558
5,954133,959134,18.759,18.408,5.679,5.679,0.558,0.589
5,959134,964134,18.408,17.963,5.679,5.68,0.589,0.589
5,964134,969135,17.963,17.639,5.68,5.693,0.589,0.597
5,969135,974134,17.639,17.182,5.693,5.645,0.597,0.611
5,974134,979135,17.182,16.993,5.645,4.861,0.611,0.609
5,979135,984135,16.993,16.689,4.861,5.0,0.609,0.702
5,984135,989135,16.689,16.595,5.0,5.071,0.702,0.745
