Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
5,2191460,2196461,20.399,20.502,5.0,5.643,5.021,5.119
5,2196461,2201461,20.502,20.111,5.643,5.66,5.119,5.119
5,2201461,2206462,20.111,20.107,5.66,5.737,5.119,4.602
5,2206462,2211461,20.107,19.922,5.737,6.015,4.602,4.454
5,2211461,2216462,19.922,19.575,6.015,6.015,4.454,4.454
5,2216462,2221462,19.575,19.622,6.015,6.015,4.454,4.446
5,2221462,2226462,19.622,19.48,6.015,6.015,4.446,4.403
5,2226462,2231462,19.48,19.098,6.015,6.015,4.403,4.393
5,2231462,2236463,19.098,19.24,6.015,5.779,4.393,4.37
5,2236463,2241463,19.24,18.992,5.779,5.3,4.37,4.17
5,2241463,2246463,18.992,18.925,5.3,5.196,4.17,4.243
5,2246463,2251463,18.925,18.459,5.196,5.196,4.243,4.243
5,2251463,2256464,18.459,18.601,5.196,5.196,4.243,4.243
5,2256464,2261463,18.601,18.463,5.196,5.196,4.243,4.243
5,2261463,2266464,18.463,18.223,5.196,5.154,4.243,4.033
5,2266464,2271464,18.223,18.045,5.154,5.154,4.033,4.033
5,2271464,2276465,18.045,17.923,5.154,5.154,4.033,4.033
5,2276465,2281464,17.923,17.813,5.154,5.096,4.033,3.831
5,2281464,2286465,17.813,17.848,5.096,5.128,3.831,3.566
5,2286465,2291465,17.848,17.758,5.128,5.128,3.566,3.532
5,2291465,2296465,17.758,17.639,5.128,5.128,3.532,3.532
5,2296465,2301465,17.639,17.675,5.128,5.128,3.532,3.51
5,2301465,2306466,17.675,18.179,5.128,5.128,3.51,3.532
5,2306466,2311466,18.179,18.518,5.128,5.067,3.532,3.046
5,2311466,2316466,18.518,19.22,5.067,5.067,3.046,3.009
5,2316466,2321466,19.22,21.247,5.067,5.067,3.009,3.09
5,2321466,2326467,21.247,24.353,5.067,5.067,3.09,3.1
5,2326467,2331466,24.353,24.535,5.067,5.067,3.1,3.211
