Subject,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,0.6433847429519072,1.53,0.5,0.5,9.235475953565505,9.5,7.625,9.5
10,1.8089942987209167,2.231,1.753,1.78,8.971072268935849,9.004,8.82,9.003
11,4.893191542288557,5.498,4.648,4.8545,5.946616915422886,6.348,5.557,5.939
12,2.486260364842455,2.857,2.297,2.372,7.721321724709785,8.017,6.957,7.932
13,4.481505917382783,4.907,3.33,4.5755,6.733735338459219,7.226,6.254,6.6232500000000005
14,4.647820895522388,5.256,4.259,4.6845,9.187139303482589,9.5,7.611,9.5
15,4.892665309814563,6.593,2.906,5.543,6.472090632695109,9.5,4.921,5.468500000000001
16,1.8352189054726367,3.898,0.5,1.86,7.885524875621892,9.206,5.844,7.826499999999999
17,4.07471644278607,5.785,2.712,4.095,6.5182337645107795,7.943,5.778,6.355
18,6.762363184079604,6.871,6.4,6.7985,5.395281094527364,5.483,5.007,5.3855
19,1.4075157545605306,4.374,0.5,0.5,8.51557545605307,9.5,6.323,9.5
2,3.2639950248756215,5.075,1.244,3.455,7.450845771144279,9.055,5.042,7.706
20,3.101884948979592,3.559,2.663,3.0925000000000002,8.357972755102042,9.5,7.114,8.6165
21,4.941199999999999,5.0,4.787,5.0,5.470442786069652,6.833,5.06,5.081
22,2.3617549751243785,5.0,0.5,1.7685000000000002,7.565406716417911,9.5,5.0,8.135
23,4.098160862354892,5.052,3.379,3.633,7.137276948590382,7.778,6.15,7.71
24,3.895769332487041,4.911,2.991,3.9565,7.121049772558976,7.34,6.984,7.1195
25,1.096773631840796,2.523,0.5,0.9945,8.009019900497512,9.5,5.737,7.682500000000001
26,3.3013030818687135,5.159,2.083,3.295,7.326685502470895,7.87,6.862,7.284
27,2.463952736318408,3.563,1.375,2.4765,6.597798507462688,8.03,5.4,6.6795
28,5.00979104477612,5.675,4.415,5.0,6.403042786069652,8.207,5.0,5.88
29,3.831566595414885,5.0,2.473,3.7915,5.509637078426961,6.167,5.0,5.529
3,3.040643449419569,5.0,2.005,3.102,7.208253731343284,8.604,4.287,8.434
30,1.208603648424544,3.588,0.5,0.883,7.8992520729684905,9.5,5.913,7.292
4,3.0166990049751243,5.0,0.5,2.9475,6.40473631840796,8.139,5.0,6.448
5,1.1419002975074377,1.964,0.5,1.103,9.188956373909347,9.5,8.08,9.5
6,5.1384063018242125,5.19,5.0,5.19,5.712868988391375,6.395,5.0,5.845
7,4.684635157545606,5.094,4.117,4.838,7.146767827529021,9.171,5.0,8.199
8,2.429399668325042,4.386,0.909,2.09,7.167965174129352,8.203,5.631,7.542
9,2.986940298507463,3.375,2.841,2.869,7.0619834162520725,7.715,6.52,7.183
