sub_1,5.0
sub_2,15.00099999998929
sub_3,10.001000000047497
sub_4,10.001000000163913
sub_5,26.00299999990966
sub_6,15.001000000000204
sub_7,10.000999999931082
sub_8,12.0
sub_9,14.001000000003842
sub_10,13.990999999979977
sub_11,15.002000000327826
sub_12,5.0
sub_13,5.0
sub_14,7.000999999931082
sub_15,9.000999999698251
sub_16,13.001000000047497
sub_17,7.0009999996982515
sub_18,14.00199999997858
sub_19,14.002000000094995
sub_20,6.000999999931082
sub_21,16.000999999931082
sub_22,16.00199999997858
sub_23,5.0
sub_24,14.001000000000204
sub_25,14.000999999698251
sub_26,7.000999999996566
sub_27,17.001999999862164
sub_28,14.000999999931082
sub_29,17.001000000047497
sub_30,10.000999999931082
