Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
4,1050133,1055134,5.0,5.0,5.0,5.0,18.44,18.522,28.762,28.762,34.405,34.899,41.442,42.013,4.537,4.413,5.317,5.44,6.754,6.508
4,1055134,1060134,5.0,5.0,5.0,5.0,18.522,18.353,28.762,28.783,34.899,35.732,42.013,42.691,4.413,4.455,5.44,5.235,6.508,8.356
4,1060134,1065134,5.0,5.07,5.0,5.284,18.353,18.44,28.783,28.786,35.732,36.196,42.691,41.413,4.455,4.495,5.235,6.302,8.356,6.385
4,1065134,1070134,5.07,5.0,5.284,5.0,18.44,18.219,28.786,28.8,36.196,37.814,41.413,41.578,4.495,4.578,6.302,6.262,6.385,6.713
4,1070134,1075135,5.0,5.0,5.0,5.0,18.219,18.034,28.8,28.804,37.814,37.446,41.578,41.403,4.578,4.495,6.262,7.165,6.713,6.179
4,1075135,1080134,5.0,5.0,5.0,5.0,18.034,17.836,28.804,28.807,37.446,34.53,41.403,41.51,4.495,4.537,7.165,7.945,6.179,7.042
4,1080134,1085135,5.0,5.0,5.0,4.984,17.836,17.769,28.807,28.814,34.53,36.778,41.51,41.791,4.537,4.537,7.945,7.083,7.042,6.385
4,1085135,1090135,5.0,5.0,4.984,4.996,17.769,17.58,28.814,28.821,36.778,33.969,41.791,41.248,4.537,4.578,7.083,7.165,6.385,6.508
4,1090135,1095136,5.0,5.0,4.996,5.0,17.58,17.336,28.821,28.818,33.969,35.15,41.248,41.307,4.578,4.66,7.165,6.549,6.508,7.165
4,1095136,1100135,5.0,5.0,5.0,5.0,17.336,17.269,28.818,28.818,35.15,36.148,41.307,41.432,4.66,4.578,6.549,6.056,7.165,6.343
4,1100135,1105136,5.0,5.0,5.0,5.0,17.269,17.202,28.818,28.832,36.148,35.112,41.432,41.268,4.578,4.578,6.056,6.343,6.343,6.467
4,1105136,1110136,5.0,5.0,5.0,5.0,17.202,17.068,28.832,28.846,35.112,34.656,41.268,41.723,4.578,4.578,6.343,6.426,6.467,11.272
4,1110136,1115136,5.0,4.763,5.0,3.47,17.068,17.008,28.846,28.85,34.656,34.153,41.723,41.587,4.578,4.537,6.426,6.713,11.272,7.617
4,1115136,1120136,4.763,4.82,3.47,3.091,17.008,16.902,28.85,28.864,34.153,33.882,41.587,41.229,4.537,4.66,6.713,6.467,7.617,8.644
4,1120136,1125137,4.82,4.747,3.091,2.905,16.902,16.815,28.864,28.864,33.882,33.891,41.229,41.413,4.66,4.578,6.467,6.426,8.644,10.245
4,1125137,1130137,4.747,4.712,2.905,2.914,16.815,16.721,28.864,28.895,33.891,35.344,41.413,41.761,4.578,4.742,6.426,6.877,10.245,7.206
4,1130137,1135137,4.712,4.649,2.914,2.764,16.721,16.701,28.895,28.906,35.344,36.787,41.761,41.287,4.742,4.537,6.877,6.302,7.206,6.672
4,1135137,1140137,4.649,4.521,2.764,3.097,16.701,16.697,28.906,28.909,36.787,36.313,41.287,41.907,4.537,4.495,6.302,6.631,6.672,6.672
4,1140137,1145138,4.521,4.686,3.097,3.484,16.697,16.701,28.909,28.934,36.313,35.78,41.907,41.723,4.495,4.701,6.631,7.37,6.672,6.754
4,1145138,1150137,4.686,4.9,3.484,4.596,16.701,16.571,28.934,28.923,35.78,36.71,41.723,41.442,4.701,4.578,7.37,6.795,6.754,6.426
4,1150137,1155138,4.9,4.5,4.596,4.6,16.571,16.496,28.923,28.927,36.71,36.226,41.442,42.032,4.578,4.537,6.795,7.658,6.426,6.467
4,1155138,1160138,4.5,4.5,4.6,4.706,16.496,16.366,28.927,28.934,36.226,40.071,42.032,41.8,4.537,4.578,7.658,7.411,6.467,6.508
4,1160138,1165139,4.5,3.883,4.706,4.592,16.366,16.291,28.934,28.948,40.071,34.937,41.8,41.5,4.578,5.604,7.411,5.892,6.508,6.877
4,1165139,1170138,3.883,3.756,4.592,4.73,16.291,16.11,28.948,28.941,34.937,37.494,41.5,42.381,5.604,4.619,5.892,6.426,6.877,6.385
4,1170138,1175139,3.756,3.695,4.73,4.79,16.11,16.106,28.941,28.948,37.494,36.535,42.381,42.158,4.619,4.578,6.426,6.754,6.385,6.467
4,1175139,1180139,3.695,4.13,4.79,4.948,16.106,15.983,28.948,28.958,36.535,39.228,42.158,41.732,4.578,4.742,6.754,6.672,6.467,6.631
4,1180139,1185139,4.13,4.332,4.948,4.998,15.983,15.83,28.958,28.962,39.228,35.276,41.732,42.042,4.742,4.66,6.672,7.37,6.631,6.837
4,1185139,1190139,4.332,5.0,4.998,5.0,15.83,15.767,28.962,28.965,35.276,37.698,42.042,41.471,4.66,4.701,7.37,7.165,6.837,6.426
4,1190139,1195140,5.0,5.0,5.0,5.0,15.767,15.66,28.965,28.972,37.698,34.182,41.471,41.432,4.701,4.495,7.165,6.795,6.426,7.452
4,1195140,1200140,5.0,5.0,5.0,5.0,15.66,15.601,28.972,28.976,34.182,35.567,41.432,41.703,4.495,4.66,6.795,6.631,7.452,6.549
4,1200140,1205140,5.0,5.0,5.0,5.0,15.601,15.495,28.976,28.983,35.567,35.848,41.703,41.674,4.66,4.701,6.631,7.083,6.549,6.549
