Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
4,2176461,2181461,21.468,21.14,5.0,5.0,5.0,5.0
4,2181461,2186462,21.14,20.983,5.0,5.0,5.0,5.0
4,2186462,2191461,20.983,20.774,5.0,5.0,5.0,5.0
4,2191461,2196462,20.774,20.62,5.0,5.0,5.0,5.0
4,2196462,2201462,20.62,20.462,5.0,5.0,5.0,5.0
4,2201462,2206463,20.462,20.368,5.0,5.0,5.0,5.0
4,2206463,2211462,20.368,20.332,5.0,5.0,5.0,5.0
4,2211462,2216463,20.332,20.174,5.0,5.194,5.0,3.993
4,2216463,2221463,20.174,20.17,5.194,5.045,3.993,3.319
4,2221463,2226463,20.17,19.993,5.045,4.949,3.319,2.791
4,2226463,2231463,19.993,19.954,4.949,4.949,2.791,2.844
4,2231463,2236464,19.954,19.898,4.949,4.959,2.844,3.197
4,2236464,2241464,19.898,19.65,4.959,4.959,3.197,3.269
4,2241464,2246464,19.65,19.634,4.959,4.959,3.269,3.28
4,2246464,2251464,19.634,19.394,4.959,4.959,3.28,3.299
4,2251464,2256465,19.394,19.303,4.959,5.003,3.299,3.131
4,2256465,2261464,19.303,19.165,5.003,5.003,3.131,3.171
4,2261464,2266465,19.165,18.976,5.003,5.003,3.171,3.171
4,2266465,2271465,18.976,18.83,5.003,5.003,3.171,3.171
4,2271465,2276466,18.83,18.601,5.003,5.003,3.171,3.174
4,2276466,2281465,18.601,18.4,5.003,5.003,3.174,3.174
4,2281465,2286466,18.4,18.187,5.003,5.003,3.174,3.174
4,2286466,2291466,18.187,17.947,5.003,5.003,3.174,3.174
4,2291466,2296466,17.947,17.777,5.003,5.132,3.174,2.623
4,2296466,2301466,17.777,17.549,5.132,4.95,2.623,2.622
4,2301466,2306467,17.549,17.367,4.95,4.946,2.622,2.819
4,2306467,2311467,17.367,17.052,4.946,4.946,2.819,2.829
4,2311467,2316467,17.052,16.803,4.946,5.028,2.829,2.407
4,2316467,2321467,16.803,16.547,5.028,4.915,2.407,1.909
4,2321467,2326468,16.547,16.319,4.915,4.915,1.909,2.064
4,2326468,2331467,16.319,16.094,4.915,4.915,2.064,2.09
