Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
4,1614648,1619648,10.081,10.271,4.925,5.0,5.332,5.0
4,1619648,1624648,10.271,10.294,5.0,5.0,5.0,5.0
4,1624648,1629649,10.294,10.184,5.0,5.0,5.0,5.0
4,1629649,1634649,10.184,10.239,5.0,5.0,5.0,5.0
4,1634649,1639649,10.239,10.168,5.0,5.041,5.0,4.534
4,1639649,1644649,10.168,10.338,5.041,5.069,4.534,4.267
4,1644649,1649650,10.338,10.35,5.069,5.092,4.267,3.85
4,1649650,1654649,10.35,10.294,5.092,5.062,3.85,3.302
4,1654649,1659650,10.294,10.35,5.062,5.037,3.302,3.001
4,1659650,1664650,10.35,10.279,5.037,5.029,3.001,2.818
4,1664650,1669651,10.279,10.208,5.029,4.897,2.818,2.744
4,1669651,1674650,10.208,10.267,4.897,4.897,2.744,2.807
4,1674650,1679651,10.267,10.251,4.897,4.897,2.807,2.79
4,1679651,1684651,10.251,10.2,4.897,4.897,2.79,2.99
4,1684651,1689651,10.2,10.208,4.897,4.897,2.99,2.762
4,1689651,1694651,10.208,10.014,4.897,4.897,2.762,2.478
4,1694651,1699652,10.014,10.054,4.897,4.889,2.478,2.583
4,1699652,1704652,10.054,10.129,4.889,4.866,2.583,2.258
4,1704652,1709652,10.129,10.117,4.866,4.866,2.258,2.379
4,1709652,1714652,10.117,10.129,4.866,4.866,2.379,2.118
4,1714652,1719653,10.129,10.018,4.866,4.866,2.118,1.946
4,1719653,1724652,10.018,10.042,4.866,4.866,1.946,1.842
4,1724652,1729653,10.042,10.05,4.866,4.866,1.842,1.939
4,1729653,1734653,10.05,10.054,4.866,4.866,1.939,1.95
4,1734653,1739654,10.054,9.971,4.866,4.866,1.95,1.47
4,1739654,1744653,9.971,10.129,4.866,4.866,1.47,1.511
4,1744653,1749654,10.129,10.093,4.866,4.866,1.511,1.403
4,1749654,1754654,10.093,10.133,4.866,4.866,1.403,1.593
4,1754654,1759654,10.133,10.18,4.866,4.866,1.593,1.653
4,1759654,1764654,10.18,10.05,4.866,4.866,1.653,1.613
4,1764654,1769655,10.05,10.054,4.866,4.866,1.613,1.413
4,1769655,1774655,10.054,10.034,4.866,4.866,1.413,1.489
