Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
4,757029,762029,32.195,31.801,5.033,5.004,4.034,3.862
4,762029,767029,31.801,31.545,5.004,5.004,3.862,3.985
4,767029,772028,31.545,31.174,5.004,4.993,3.985,4.02
4,772028,777028,31.174,30.945,4.993,4.903,4.02,4.039
4,777028,782028,30.945,30.599,4.903,4.826,4.039,4.062
4,782028,787028,30.599,30.196,4.826,4.807,4.062,4.062
4,787028,792027,30.196,29.881,4.807,4.782,4.062,4.062
4,792027,797027,29.881,29.526,4.782,5.089,4.062,3.858
4,797027,802027,29.526,29.12,5.089,5.003,3.858,3.569
4,802027,807026,29.12,28.757,5.003,4.99,3.569,3.6
4,807026,812026,28.757,28.328,4.99,4.968,3.6,3.663
4,812026,817026,28.328,27.918,4.968,4.959,3.663,3.731
4,817026,822026,27.918,27.444,4.959,4.951,3.731,3.751
4,822026,827025,27.444,27.046,4.951,4.949,3.751,3.772
4,827025,832025,27.046,26.62,4.949,4.949,3.772,3.782
4,832025,837025,26.62,26.203,4.949,4.949,3.782,3.789
4,837025,842024,26.203,25.793,4.949,4.949,3.789,3.794
4,842024,847024,25.793,25.442,4.949,4.949,3.794,3.798
4,847024,852024,25.442,25.051,4.949,4.949,3.798,3.818
4,852024,857024,25.051,24.696,4.949,4.944,3.818,3.828
4,857024,862023,24.696,24.397,4.944,4.943,3.828,3.828
4,862023,867023,24.397,24.07,4.943,5.017,3.828,3.284
4,867023,872023,24.07,23.809,5.017,5.002,3.284,3.297
4,872023,877022,23.809,23.455,5.002,4.998,3.297,3.304
4,877022,882022,23.455,23.131,4.998,4.994,3.304,3.304
4,882022,887022,23.131,22.91,4.994,4.994,3.304,3.313
4,887022,892022,22.91,22.67,4.994,4.99,3.313,3.332
4,892022,897021,22.67,22.398,4.99,4.988,3.332,3.332
4,897021,902021,22.398,22.067,4.988,4.984,3.332,3.332
4,902021,907021,22.067,21.909,4.984,4.984,3.332,3.332
4,907021,912020,21.909,21.653,4.984,4.984,3.332,3.335
