Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
4,783372,788372,23.265,22.705,5.0,5.0,5.0,5.0
4,788372,793372,22.705,22.181,5.0,5.0,5.0,5.0
4,793372,798373,22.181,21.594,5.0,5.031,5.0,5.51
4,798373,803372,21.594,21.073,5.031,5.506,5.51,5.548
4,803372,808373,21.073,20.616,5.506,5.728,5.548,5.511
4,808373,813373,20.616,20.084,5.728,6.046,5.511,5.439
4,813373,818374,20.084,19.551,6.046,5.919,5.439,5.301
4,818374,823373,19.551,19.086,5.919,6.205,5.301,4.562
4,823373,828374,19.086,18.645,6.205,6.044,4.562,4.555
4,828374,833374,18.645,18.341,6.044,5.911,4.555,4.328
4,833374,838374,18.341,18.034,5.911,5.893,4.328,4.249
4,838374,843374,18.034,17.647,5.893,5.792,4.249,4.25
4,843374,848375,17.647,17.312,5.792,5.658,4.25,4.6
4,848375,853375,17.312,16.993,5.658,5.939,4.6,5.065
4,853375,858375,16.993,16.677,5.939,6.364,5.065,4.879
4,858375,863375,16.677,16.39,6.364,6.99,4.879,4.952
4,863375,868376,16.39,16.094,6.99,7.059,4.952,4.952
4,868376,873375,16.094,15.81,7.059,7.015,4.952,5.345
4,873375,878376,15.81,15.522,7.015,7.104,5.345,4.928
4,878376,883376,15.522,15.286,7.104,7.294,4.928,4.925
4,883376,888377,15.286,15.041,7.294,6.768,4.925,4.92
4,888377,893376,15.041,14.864,6.768,6.56,4.92,4.958
4,893376,898377,14.864,14.615,6.56,6.017,4.958,4.958
4,898377,903377,14.615,14.363,6.017,5.693,4.958,4.668
4,903377,908377,14.363,14.233,5.693,5.514,4.668,4.589
4,908377,913377,14.233,14.063,5.514,5.499,4.589,4.666
4,913377,918378,14.063,13.925,5.499,5.552,4.666,4.456
4,918378,923378,13.925,13.791,5.552,5.597,4.456,4.29
4,923378,928378,13.791,13.602,5.597,5.608,4.29,4.576
4,928378,933378,13.602,13.464,5.608,5.539,4.576,4.686
4,933378,938379,13.464,13.299,5.539,6.276,4.686,4.193
