Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
4,1640984,1645984,39.454,39.051,5.0,5.0,5.0,5.0
4,1645984,1650984,39.051,38.57,5.0,5.384,5.0,4.542
4,1650984,1655984,38.57,38.196,5.384,5.593,4.542,4.475
4,1655984,1660985,38.196,37.877,5.593,4.667,4.475,4.62
4,1660985,1665984,37.877,37.407,4.667,4.068,4.62,4.434
4,1665984,1670985,37.407,37.183,4.068,4.015,4.434,4.226
4,1670985,1675985,37.183,36.828,4.015,4.113,4.226,4.44
4,1675985,1680986,36.828,36.686,4.113,4.119,4.44,4.448
4,1680986,1685985,36.686,36.773,4.119,4.119,4.448,4.626
4,1685985,1690986,36.773,36.363,4.119,4.238,4.626,4.937
4,1690986,1695986,36.363,36.055,4.238,4.296,4.937,5.322
4,1695986,1700986,36.055,35.874,4.296,4.296,5.322,5.322
4,1700986,1705986,35.874,35.523,4.296,4.69,5.322,4.712
4,1705986,1710987,35.523,35.243,4.69,5.0,4.712,5.0
4,1710987,1715987,35.243,34.876,5.0,5.0,5.0,4.799
4,1715987,1720987,34.876,34.486,5.0,5.0,4.799,5.0
4,1720987,1725987,34.486,34.261,5.0,5.085,5.0,4.664
4,1725987,1730988,34.261,33.906,5.085,5.037,4.664,4.587
4,1730988,1735987,33.906,33.595,5.037,5.037,4.587,4.663
4,1735987,1740988,33.595,33.161,5.037,5.95,4.663,5.008
4,1740988,1745988,33.161,32.814,5.95,5.752,5.008,5.008
4,1745988,1750989,32.814,32.459,5.752,5.75,5.008,5.008
4,1750989,1755988,32.459,32.136,5.75,5.669,5.008,5.008
4,1755988,1760989,32.136,31.789,5.669,5.889,5.008,5.014
4,1760989,1765989,31.789,31.47,5.889,5.822,5.014,5.014
4,1765989,1770989,31.47,31.154,5.822,5.719,5.014,5.014
4,1770989,1775989,31.154,30.752,5.719,4.769,5.014,5.093
4,1775989,1780990,30.752,30.453,4.769,4.549,5.093,5.068
4,1780990,1785990,30.453,30.133,4.549,4.734,5.068,5.021
4,1785990,1790990,30.133,29.747,4.734,4.76,5.021,5.01
4,1790990,1795990,29.747,29.353,4.76,5.0,5.01,4.744
4,1795990,1800991,29.353,29.116,5.0,6.379,4.744,4.659
