Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
2,1347913,1352912,26.467,28.462,5.0,5.0,5.0,5.0
2,1352912,1357913,28.462,29.345,5.0,6.52,5.0,4.961
2,1357913,1362913,29.345,28.367,6.52,6.538,4.961,4.99
2,1362913,1367914,28.367,27.823,6.538,7.168,4.99,5.45
2,1367914,1372913,27.823,27.417,7.168,7.034,5.45,5.363
2,1372913,1377914,27.417,27.066,7.034,6.818,5.363,4.837
2,1377914,1382914,27.066,26.719,6.818,6.88,4.837,4.801
2,1382914,1387914,26.719,26.593,6.88,6.88,4.801,4.789
2,1387914,1392914,26.593,26.415,6.88,6.88,4.789,4.789
2,1392914,1397915,26.415,26.368,6.88,6.88,4.789,4.863
2,1397915,1402915,26.368,28.079,6.88,6.085,4.863,4.974
2,1402915,1407915,28.079,28.032,6.085,6.146,4.974,5.11
2,1407915,1412915,28.032,27.831,6.146,6.162,5.11,5.235
2,1412915,1417916,27.831,27.626,6.162,6.055,5.235,5.926
2,1417916,1422915,27.626,27.129,6.055,6.011,5.926,5.774
2,1422915,1427916,27.129,28.221,6.011,5.982,5.774,6.226
2,1427916,1432916,28.221,28.308,5.982,5.967,6.226,6.27
2,1432916,1437917,28.308,29.049,5.967,5.967,6.27,6.261
2,1437917,1442916,29.049,29.203,5.967,5.967,6.261,6.237
2,1442916,1447917,29.203,29.045,5.967,5.932,6.237,6.323
2,1447917,1452917,29.045,28.801,5.932,5.932,6.323,6.3
2,1452917,1457917,28.801,29.451,5.932,5.932,6.3,6.278
2,1457917,1462917,29.451,29.392,5.932,5.932,6.278,6.284
2,1462917,1467918,29.392,28.915,5.932,5.923,6.284,6.342
2,1467918,1472918,28.915,28.556,5.923,5.915,6.342,6.351
2,1472918,1477918,28.556,28.237,5.915,5.884,6.351,6.378
2,1477918,1482918,28.237,28.379,5.884,5.817,6.378,6.509
2,1482918,1487919,28.379,29.589,5.817,5.802,6.509,6.616
2,1487919,1492918,29.589,30.303,5.802,6.3,6.616,6.905
2,1492918,1497919,30.303,29.68,6.3,6.849,6.905,6.995
2,1497919,1502919,29.68,29.215,6.849,6.863,6.995,7.036
2,1502919,1507920,29.215,29.27,6.863,6.863,7.036,7.069
2,1507920,1512919,29.27,29.025,6.863,6.896,7.069,7.101
2,1512919,1517920,29.025,28.954,6.896,7.188,7.101,7.13
