Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
2,1352875,1357876,9.048,9.052,5.0,5.0,5.0,5.0
2,1357876,1362876,9.052,9.009,5.0,5.0,5.0,5.0
2,1362876,1367877,9.009,8.938,5.0,5.0,5.0,5.0
2,1367877,1372876,8.938,8.978,5.0,5.0,5.0,5.0
2,1372876,1377877,8.978,8.95,5.0,5.0,5.0,5.247
2,1377877,1382877,8.95,8.879,5.0,4.975,5.247,5.268
2,1382877,1387877,8.879,8.84,4.975,5.0,5.268,5.243
2,1387877,1392877,8.84,8.796,5.0,5.0,5.243,5.0
2,1392877,1397878,8.796,8.733,5.0,5.0,5.0,5.0
2,1397878,1402878,8.733,8.702,5.0,5.0,5.0,5.0
2,1402878,1407878,8.702,8.761,5.0,5.912,5.0,5.099
2,1407878,1412878,8.761,8.97,5.912,5.915,5.099,5.09
2,1412878,1417879,8.97,9.048,5.915,6.009,5.09,5.135
2,1417879,1422878,9.048,9.056,6.009,6.025,5.135,5.086
2,1422878,1427879,9.056,9.328,6.025,6.017,5.086,5.086
2,1427879,1432879,9.328,9.301,6.017,6.017,5.086,5.086
2,1432879,1437880,9.301,9.356,6.017,6.002,5.086,5.185
2,1437880,1442879,9.356,9.273,6.002,5.986,5.185,5.172
2,1442879,1447880,9.273,9.841,5.986,5.946,5.172,5.156
2,1447880,1452880,9.841,10.456,5.946,6.565,5.156,5.189
2,1452880,1457880,10.456,10.468,6.565,6.875,5.189,5.056
2,1457880,1462880,10.468,10.495,6.875,6.875,5.056,5.027
2,1462880,1467881,10.495,10.562,6.875,6.875,5.027,5.027
2,1467881,1472881,10.562,10.59,6.875,7.425,5.027,5.951
2,1472881,1477880,10.59,10.76,7.425,7.412,5.951,5.931
2,1477880,1482880,10.76,11.087,7.412,7.412,5.931,5.93
2,1482880,1487881,11.087,11.177,7.412,6.913,5.93,6.091
2,1487881,1492880,11.177,11.213,6.913,6.95,6.091,6.612
2,1492880,1497881,11.213,11.252,6.95,6.878,6.612,6.721
2,1497881,1502881,11.252,11.315,6.878,6.878,6.721,6.71
2,1502881,1507882,11.315,11.493,6.878,6.878,6.71,6.682
2,1507882,1512881,11.493,11.658,6.878,7.075,6.682,5.793
2,1512881,1517882,11.658,11.741,7.075,7.285,5.793,5.247
