Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
2,1611662,1616663,39.529,36.236,5.0,6.179,5.0,4.574
2,1616663,1621662,36.236,35.302,6.179,6.179,4.574,4.671
2,1621662,1626663,35.302,34.758,6.179,6.179,4.671,4.671
2,1626663,1631663,34.758,33.962,6.179,6.179,4.671,4.671
2,1631663,1636663,33.962,33.54,6.179,6.474,4.671,4.901
2,1636663,1641663,33.54,32.956,6.474,6.331,4.901,4.876
2,1641663,1646664,32.956,32.432,6.331,6.244,4.876,4.839
2,1646664,1651664,32.432,31.978,6.244,5.945,4.839,4.698
2,1651664,1656664,31.978,32.065,5.945,5.956,4.698,4.668
2,1656664,1661664,32.065,31.257,5.956,5.978,4.668,4.668
2,1661664,1666665,31.257,30.808,5.978,6.602,4.668,4.668
2,1666665,1671664,30.808,30.212,6.602,6.602,4.668,4.676
2,1671664,1676665,30.212,29.558,6.602,6.972,4.676,4.682
2,1676665,1681665,29.558,29.601,6.972,6.984,4.682,4.701
2,1681665,1686666,29.601,31.099,6.984,6.984,4.701,4.707
2,1686666,1691665,31.099,30.938,6.984,7.327,4.707,4.707
2,1691665,1696666,30.938,30.733,7.327,7.57,4.707,5.219
2,1696666,1701666,30.733,30.382,7.57,7.473,5.219,5.185
2,1701666,1706666,30.382,30.169,7.473,7.418,5.185,5.174
2,1706666,1711666,30.169,32.747,7.418,7.418,5.174,5.174
2,1711666,1716667,32.747,31.844,7.418,7.675,5.174,5.364
2,1716667,1721667,31.844,31.249,7.675,7.958,5.364,5.746
2,1721667,1726667,31.249,30.89,7.958,8.263,5.746,5.822
2,1726667,1731667,30.89,30.78,8.263,8.765,5.822,6.131
2,1731667,1736668,30.78,30.796,8.765,9.243,6.131,6.575
2,1736668,1741667,30.796,30.386,9.243,8.584,6.575,6.599
2,1741667,1746668,30.386,30.015,8.584,8.171,6.599,6.536
2,1746668,1751668,30.015,33.611,8.171,8.202,6.536,6.828
2,1751668,1756669,33.611,32.546,8.202,8.995,6.828,6.196
2,1756669,1761668,32.546,32.53,8.995,8.62,6.196,6.225
2,1761668,1766669,32.53,32.113,8.62,8.658,6.225,6.27
2,1766669,1771669,32.113,32.254,8.658,8.861,6.27,6.373
2,1771669,1776669,32.254,31.426,8.861,8.393,6.373,5.111
2,1776669,1781669,31.426,30.839,8.393,8.393,5.111,5.111
