Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
2,757018,762017,6.32,6.407,6.002,7.084,5.209,5.05
2,762017,767018,6.407,6.308,7.084,6.846,5.05,5.115
2,767018,772018,6.308,6.257,6.846,6.828,5.115,5.095
2,772018,777018,6.257,6.088,6.828,6.814,5.095,5.095
2,777018,782018,6.088,6.107,6.814,6.685,5.095,5.083
2,782018,787019,6.107,6.056,6.685,6.61,5.083,5.071
2,787019,792019,6.056,5.859,6.61,6.567,5.071,5.055
2,792019,797019,5.859,5.914,6.567,6.475,5.055,5.032
2,797019,802019,5.914,5.772,6.475,7.097,5.032,5.477
2,802019,807020,5.772,5.768,7.097,7.097,5.477,5.45
2,807020,812019,5.768,5.693,7.097,7.097,5.45,5.45
2,812019,817020,5.693,5.634,7.097,7.097,5.45,5.447
2,817020,822020,5.634,5.5,7.097,7.097,5.447,5.443
2,822020,827021,5.5,5.433,7.097,7.097,5.443,5.434
2,827021,832020,5.433,5.394,7.097,7.06,5.434,5.067
2,832020,837021,5.394,5.295,7.06,5.989,5.067,4.912
2,837021,842021,5.295,5.232,5.989,5.0,4.912,5.0
2,842021,847021,5.232,5.137,5.0,5.0,5.0,5.0
2,847021,852021,5.137,5.204,5.0,5.0,5.0,5.0
2,852021,857022,5.204,5.145,5.0,6.476,5.0,5.613
2,857022,862022,5.145,5.118,6.476,6.577,5.613,6.111
2,862022,867022,5.118,5.169,6.577,6.618,6.111,6.357
2,867022,872022,5.169,5.122,6.618,6.201,6.357,7.224
2,872022,877024,5.122,5.212,6.201,6.689,7.224,7.624
2,877024,882023,5.212,5.208,6.689,7.086,7.624,8.055
2,882023,887024,5.208,5.201,7.086,7.023,8.055,8.07
2,887024,892024,5.201,5.153,7.023,7.023,8.07,8.175
2,892024,897025,5.153,5.275,7.023,7.023,8.175,8.271
2,897025,902024,5.275,5.193,7.023,7.023,8.271,8.396
2,902024,907025,5.193,5.11,7.023,7.023,8.396,8.208
2,907025,912025,5.11,5.189,7.023,7.022,8.208,8.187
2,912025,917025,5.189,5.331,7.022,6.63,8.187,7.267
2,917025,922025,5.331,5.279,6.63,7.121,7.267,7.771
