Start,Border,End,Score
2331584.01,2332584.01,2333584.01,3.9540725703322166
2332584.01,2333584.01,2334584.01,6.091318849955279
2333584.01,2334584.01,2335584.01,4.265109667655588
2334584.01,2335584.01,2336584.01,7.212798437715662
2335584.01,2336584.01,2337584.01,6.286345547576394
2336584.01,2337584.01,2338584.01,5.247103038884855
2337584.01,2338584.01,2339584.01,2.9457548661308226
2338584.01,2339584.01,2340584.01,5.173051852271179
2339584.01,2340584.01,2341584.01,6.264055898990199
2340584.01,2341584.01,2342584.01,3.984868580406814
2341584.01,2342584.01,2343584.01,5.98617506941315
2342584.01,2343584.01,2344584.01,2.162353583424734
2343584.01,2344584.01,2345584.01,4.6147098330650325
2344584.01,2345584.01,2346584.01,3.154865042217831
2345584.01,2346584.01,2347584.01,4.909289324272654
2346584.01,2347584.01,2348584.01,2.624679339415371
2347584.01,2348584.01,2349584.01,3.912912980052994
2348584.01,2349584.01,2350584.01,3.546774555745956
2349584.01,2350584.01,2351584.01,4.4320683624108055
2350584.01,2351584.01,2352584.01,6.094773498869092
2351584.01,2352584.01,2353584.01,1.340706415397408
2352584.01,2353584.01,2354584.01,6.849779838021191
2353584.01,2354584.01,2355584.01,5.942066551170283
2354584.01,2355584.01,2356584.01,2.714659278488128
2355584.01,2356584.01,2357584.01,4.791830600247652
2356584.01,2357584.01,2358584.01,5.740039900001184
2357584.01,2358584.01,2359584.01,4.196366414051378
2358584.01,2359584.01,2360584.01,6.014811782129776
2359584.01,2360584.01,2361584.01,2.459740692027183
2360584.01,2361584.01,2362584.01,4.727813949873864
2361584.01,2362584.01,2363584.01,2.1343684818894397
2362584.01,2363584.01,2364584.01,7.309433150561571
2363584.01,2364584.01,2365584.01,5.943033702043717
2364584.01,2365584.01,2366584.01,0.7797512400765995
2365584.01,2366584.01,2367584.01,2.5553077484355136
2366584.01,2367584.01,2368584.01,5.716192831856993
2367584.01,2368584.01,2369584.01,1.2977402595866938
2368584.01,2369584.01,2370584.01,2.3939691308935083
2369584.01,2370584.01,2371584.01,4.585514457473898
2370584.01,2371584.01,2372584.01,2.202111353589649
2371584.01,2372584.01,2373584.01,1.9412212494699383
2372584.01,2373584.01,2374584.01,0.9077220267372393
2373584.01,2374584.01,2375584.01,2.113962638527136
2374584.01,2375584.01,2376584.01,0.9026485930193361
2375584.01,2376584.01,2377584.01,2.6547782045678465
2376584.01,2377584.01,2378584.01,1.240858254290006
2377584.01,2378584.01,2379584.01,3.950637131087386
2378584.01,2379584.01,2380584.01,5.894345797116969
2379584.01,2380584.01,2381584.01,4.6943499085552105
2380584.01,2381584.01,2382584.01,2.5334038871659095
2381584.01,2382584.01,2383584.01,0.9310000600380846
2382584.01,2383584.01,2384584.01,2.6758838806735086
2383584.01,2384584.01,2385584.01,3.0636623480162
2384584.01,2385584.01,2386584.01,2.7517782645831588
2385584.01,2386584.01,2387584.01,0.8968746064591125
2386584.01,2387584.01,2388584.01,6.775523122362373
2387584.01,2388584.01,2389584.01,5.086281929180297
2388584.01,2389584.01,2390584.01,1.1855329777518004
2389584.01,2390584.01,2391584.01,0.9403511790741154
2390584.01,2391584.01,2392584.01,2.644063481630056
2391584.01,2392584.01,2393584.01,1.2781267524779576
2392584.01,2393584.01,2394584.01,1.1131669089966487
2393584.01,2394584.01,2395584.01,1.3943900962423104
2394584.01,2395584.01,2396584.01,0.8449954437182432
2395584.01,2396584.01,2397584.01,1.7542441676276175
2396584.01,2397584.01,2398584.01,0.9618403238342661
2397584.01,2398584.01,2399584.01,4.469139914697211
2398584.01,2399584.01,2400584.01,1.676049926949844
2399584.01,2400584.01,2401584.01,0.9964535788718415
2400584.01,2401584.01,2402584.01,1.4058487204608572
2401584.01,2402584.01,2403584.01,1.905483836625717
2402584.01,2403584.01,2404584.01,2.9703818514625473
2403584.01,2404584.01,2405584.01,1.2458549893707396
2404584.01,2405584.01,2406584.01,2.2879701064510956
2405584.01,2406584.01,2407584.01,2.858314895240592
2406584.01,2407584.01,2408584.01,1.1317757499146661
2407584.01,2408584.01,2409584.01,4.31610466030134
2408584.01,2409584.01,2410584.01,3.1296871375258775
2409584.01,2410584.01,2411584.01,6.855717265888828
2410584.01,2411584.01,2412584.01,1.8946817439389767
2411584.01,2412584.01,2413584.01,5.979063298911052
2412584.01,2413584.01,2414584.01,6.635477305651406
2413584.01,2414584.01,2415584.01,2.3902614450560895
2414584.01,2415584.01,2416584.01,8.054794169801127
2415584.01,2416584.01,2417584.01,2.007192544250341
2416584.01,2417584.01,2418584.01,5.61668967401606
2417584.01,2418584.01,2419584.01,6.72939236245621
2418584.01,2419584.01,2420584.01,1.458099475163414
2419584.01,2420584.01,2421584.01,5.975469494250948
2420584.01,2421584.01,2422584.01,5.672651987103389
2421584.01,2422584.01,2423584.01,2.3269347261918085
2422584.01,2423584.01,2424584.01,3.084901194628258
2423584.01,2424584.01,2425584.01,2.4693495396818035
2424584.01,2425584.01,2426584.01,2.098167405911662
