Start,Border,End,Score
2187834.01,2188834.01,2189834.01,1.509419256195036
2188834.01,2189834.01,2190834.01,1.945171392552393
2189834.01,2190834.01,2191834.01,2.15339973021742
2190834.01,2191834.01,2192834.01,2.051574276393254
2191834.01,2192834.01,2193834.01,1.717389735192604
2192834.01,2193834.01,2194834.01,0.770204047557796
2193834.01,2194834.01,2195834.01,1.0232982094136596
2194834.01,2195834.01,2196834.01,2.4031733689575336
2195834.01,2196834.01,2197834.01,1.3512032951146908
2196834.01,2197834.01,2198834.01,1.8535870242647565
2197834.01,2198834.01,2199834.01,1.2630762502038788
2198834.01,2199834.01,2200834.01,1.3211292517052595
2199834.01,2200834.01,2201834.01,1.519422973519545
2200834.01,2201834.01,2202834.01,2.1808732214652315
2201834.01,2202834.01,2203834.01,1.4258864812271168
2202834.01,2203834.01,2204834.01,1.3824656650788232
2203834.01,2204834.01,2205834.01,1.02977154181194
2204834.01,2205834.01,2206834.01,1.9725388579335272
2205834.01,2206834.01,2207834.01,2.3368534013816626
2206834.01,2207834.01,2208834.01,2.2027570223684707
2207834.01,2208834.01,2209834.01,2.0953921617537095
2208834.01,2209834.01,2210834.01,2.068425897309062
2209834.01,2210834.01,2211834.01,1.482286095318707
2210834.01,2211834.01,2212834.01,1.77691564878613
2211834.01,2212834.01,2213834.01,1.416101429273899
2212834.01,2213834.01,2214834.01,1.6433238144313904
2213834.01,2214834.01,2215834.01,1.3230227705918405
2214834.01,2215834.01,2216834.01,1.8234146757036302
2215834.01,2216834.01,2217834.01,1.7428732062680452
2216834.01,2217834.01,2218834.01,1.9250054543363642
2217834.01,2218834.01,2219834.01,1.46568450485611
2218834.01,2219834.01,2220834.01,1.6206033874950565
2219834.01,2220834.01,2221834.01,1.8170510657345518
2220834.01,2221834.01,2222834.01,2.5093569180723048
2221834.01,2222834.01,2223834.01,1.777442880653662
2222834.01,2223834.01,2224834.01,1.450101059792609
2223834.01,2224834.01,2225834.01,1.212249686762482
2224834.01,2225834.01,2226834.01,1.3698623177029303
2225834.01,2226834.01,2227834.01,0.9891581076978885
2226834.01,2227834.01,2228834.01,2.1745635338999327
2227834.01,2228834.01,2229834.01,1.8266491885512892
2228834.01,2229834.01,2230834.01,1.5689867306278713
2229834.01,2230834.01,2231834.01,0.9762376138705947
2230834.01,2231834.01,2232834.01,1.696772808872049
2231834.01,2232834.01,2233834.01,1.6977959007576509
2232834.01,2233834.01,2234834.01,1.8151820998608323
2233834.01,2234834.01,2235834.01,1.7445038006510027
2234834.01,2235834.01,2236834.01,1.7453406515203427
2235834.01,2236834.01,2237834.01,2.6632305220587345
2236834.01,2237834.01,2238834.01,1.8095195643784865
2237834.01,2238834.01,2239834.01,2.115510551032023
2238834.01,2239834.01,2240834.01,1.5946723962361593
2239834.01,2240834.01,2241834.01,1.5484711179500688
2240834.01,2241834.01,2242834.01,2.4314467176815304
2241834.01,2242834.01,2243834.01,2.6415841133117897
2242834.01,2243834.01,2244834.01,2.2265377055971403
2243834.01,2244834.01,2245834.01,1.769533967142897
2244834.01,2245834.01,2246834.01,2.323141886365618
2245834.01,2246834.01,2247834.01,1.5905138559643868
2246834.01,2247834.01,2248834.01,1.829487188044729
