Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.589514851485151,6.888,5.0,5.227,5.099188118811881,5.266,5.0,5.0
2,7.0602475247524765,7.231,6.888,7.099,5.475732673267329,5.739,5.266,5.481
3,7.543534653465345,7.599,7.231,7.597,6.033821782178219,6.101,5.739,6.056
4,7.756247524752474,7.834,7.599,7.808,6.178029702970296,6.207,6.101,6.196
5,7.834,7.834,7.834,7.834,6.206999999999999,6.207,6.207,6.207
6,7.834,7.834,7.834,7.834,6.204188118811882,6.207,6.196,6.207
7,7.808821782178219,7.834,7.688,7.834,6.0803762376237644,6.196,5.627,6.182
8,7.692653465346533,7.693,7.688,7.693,5.612673267326732,5.627,5.612,5.612
9,7.605881188118812,7.693,7.236,7.693,5.589237623762377,5.612,5.491,5.594
10,7.060316831683166,7.236,6.873,7.103,5.388633663366335,5.577,5.324,5.329
11,7.111188118811878,7.119,7.103,7.112,6.001524752475247,6.054,5.577,6.054
12,6.767594059405941,7.103,6.366,6.63,6.2714752475247515,6.637,6.054,6.343
13,6.23768316831683,6.366,6.172,6.195,6.688366336633663,6.721,6.637,6.677
14,5.3315940594059406,6.172,4.687,5.031,7.110227722772277,7.419,6.703,7.168
15,4.612891089108911,4.687,4.585,4.585,7.246158415841587,7.434,7.104,7.186
16,4.546138613861387,4.585,4.505,4.553,7.104000000000003,7.104,7.104,7.104
17,4.4983200000000005,4.505,4.493,4.5,7.104000000000002,7.104,7.104,7.104
18,4.457237623762378,4.493,4.414,4.45,7.116069306930693,7.122,7.104,7.117
19,4.395178217821782,4.414,4.362,4.404,7.105544554455448,7.12,7.092,7.109
20,4.354504950495048,4.362,4.354,4.354,7.082762376237622,7.092,7.082,7.082
21,4.3275346534653485,4.354,4.177,4.352,7.02928712871287,7.082,6.607,7.082
22,4.2413564356435645,4.505,4.177,4.261,7.005158415841585,7.225,6.601,7.214
23,5.026554455445544,5.789,4.505,4.952,7.1430099009901005,7.225,6.821,7.162
24,6.180742574257426,6.361,5.789,6.151,6.525801980198017,6.821,6.411,6.526
25,6.405386138613859,6.942,6.361,6.361,6.483633663366337,6.526,6.367,6.489
26,7.180366336633668,7.224,6.942,7.224,6.316415841584158,6.367,6.312,6.316
27,7.224000000000005,7.224,7.224,7.224,6.311999999999999,6.312,6.312,6.312
28,7.690762376237621,8.588,7.224,7.714,6.247465346534656,6.325,6.164,6.264
29,8.596712871287126,8.621,8.588,8.588,6.2667128712871305,6.326,6.167,6.298
30,8.620999999999999,8.621,8.621,8.621,6.078564356435641,6.167,6.021,6.025
31,8.679940594059406,8.898,8.621,8.621,6.235435643564357,6.658,6.021,6.162
32,8.933851485148512,9.074,8.898,8.898,6.617475247524755,6.783,6.142,6.643
33,8.875079207920793,9.038,8.806,8.806,5.9605148514851525,6.142,5.921,5.923
34,9.1239504950495,9.175,8.806,9.175,6.108712871287131,6.133,5.921,6.133
35,9.170811881188117,9.175,9.101,9.175,6.099099009900989,6.133,5.938,6.129
36,8.644217821782178,9.101,8.145,8.597,6.126960396039606,6.205,5.938,6.143
37,8.460435643564356,8.732,8.192,8.352,6.198950495049506,6.206,6.174,6.206
38,8.732,8.732,8.732,8.732,6.169,6.174,6.168,6.168
