Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.001376237623762,5.05,5.0,5.0
2,5.029277227722772,5.042,5.0,5.041,5.3057326732673245,5.372,5.05,5.372
3,5.0409999999999995,5.041,5.041,5.041,5.372069306930692,5.375,5.372,5.372
4,5.025168316831683,5.041,5.0,5.041,5.282930693069306,5.376,5.126,5.349
5,5.0,5.0,5.0,5.0,5.026821782178218,5.126,5.0,5.0
6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.0,5.0,5.0,5.0,5.002653465346534,5.01,5.0,5.0
9,5.0,5.0,5.0,5.0,5.062455445544555,5.101,5.01,5.065
10,5.018267326732672,5.041,5.0,5.0,5.233742574257425,5.327,5.101,5.233
11,5.051811881188118,5.111,5.041,5.041,5.351019801980199,5.398,5.327,5.342
12,5.149029702970296,5.157,5.111,5.157,5.440366336633663,5.484,5.398,5.443
13,5.193435643564356,5.223,5.157,5.21,5.566782178217821,5.611,5.484,5.602
14,5.213336633663365,5.223,5.168,5.223,5.435940594059406,5.611,5.318,5.384
15,5.068980198019802,5.168,5.0,5.013,5.210485148514851,5.318,5.0,5.218
16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
22,5.077881188118812,5.147,5.0,5.113,5.224277227722771,5.336,5.0,5.336
23,5.14709900990099,5.148,5.147,5.147,5.336,5.336,5.336,5.336
24,5.148,5.148,5.148,5.148,5.336,5.336,5.336,5.336
25,5.148,5.148,5.148,5.148,5.347742574257424,5.376,5.336,5.336
26,5.158316831683169,5.165,5.148,5.165,5.399188118811881,5.411,5.376,5.41
27,5.165,5.165,5.165,5.165,5.37161386138614,5.404,5.369,5.369
28,5.165,5.165,5.165,5.165,5.365257425742575,5.369,5.364,5.364
29,5.165,5.165,5.165,5.165,5.364,5.364,5.364,5.364
30,5.1899009900990105,5.212,5.165,5.198,5.485475247524754,5.589,5.364,5.515
31,5.234950495049506,5.316,5.212,5.231,5.629495049504949,5.705,5.589,5.632
32,5.379366336633663,5.428,5.316,5.396,5.790564356435643,5.886,5.705,5.785
33,5.438009900990097,5.443,5.428,5.443,5.961227722772277,6.025,5.886,5.958
34,5.270762376237623,5.443,5.236,5.239,5.661158415841585,6.016,5.573,5.629
35,5.227792079207923,5.236,5.21,5.236,5.6250396039603965,5.629,5.589,5.629
36,5.2023960396039595,5.21,5.156,5.21,5.602910891089109,5.802,5.563,5.585
37,5.153059405940595,5.156,5.153,5.153,5.849405940594059,5.881,5.802,5.843
38,5.153,5.153,5.153,5.153,5.843000000000001,5.843,5.843,5.843
