Subject,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,6.900322386659719,9.175,4.177,7.224,6.358505471599792,7.434,5.0,6.2355
10,5.795586663929551,6.763,4.801,5.894,5.58370145272422,6.942,4.954,5.211
11,5.669959093277749,6.515,4.93,5.568,5.045257425742575,5.434,4.153,5.01
12,6.846892785304847,7.25,5.0,6.863,6.2417014635067165,7.568,5.0,6.008
13,8.233171466909848,9.059,5.0,8.695,5.10638248566962,6.115,4.468,5.041
14,6.133675159621226,7.804,5.0,5.952,5.304896139613962,6.49,5.0,5.206
15,6.271545586030139,7.244,4.809,6.4125,5.203281050930013,6.396,3.825,5.2155000000000005
16,8.533451629373463,9.5,5.0,8.864,5.8498981382875135,6.701,4.841,5.852
17,5.517568380522263,6.513,4.274,5.6045,4.71300088956264,6.11,3.552,4.5649999999999995
18,6.7924066788257775,7.554,5.0,7.115,5.87725673093625,6.877,5.0,5.875
19,4.16589897673978,8.612,1.863,3.3425000000000002,5.511963783220427,7.571,4.996,5.212
2,6.199180302240752,6.97,5.0,6.659000000000001,5.223373950552951,6.55,4.654,5.0
20,5.571205315268369,6.478,4.889,5.653,6.082446847316312,6.916,5.0,5.9825
21,5.1108905680041685,5.443,5.0,5.130000000000001,5.328545596664929,6.025,5.0,5.3454999999999995
22,7.749673722502899,9.5,5.0,8.085,5.752260822029301,6.56,5.0,5.667
23,7.235020539343407,8.352,5.0,7.7615,4.999014330380406,5.126,4.783,4.985
24,5.765622980719124,7.126,1.763,5.0,5.094840281396561,6.079,4.413,5.0
25,4.291321378322042,5.075,2.023,4.462,5.75007053413236,6.72,3.791,5.909
26,8.771362923397604,9.158,5.0,8.9265,5.767529937467431,7.273,4.839,5.688
27,6.064670470415462,7.609,4.401,6.1505,5.4100519425363585,6.622,4.184,5.2805
28,6.202303022407503,7.015,5.0,6.3825,5.325045857217301,6.161,4.74,5.2025
29,5.533582413835979,6.44,5.0,5.421,5.1448912050118425,5.545,4.797,5.11
3,7.958698615861586,8.465,5.0,7.8915,6.304702501276444,6.789,4.88,6.391
30,6.678959992183429,8.137,5.0,6.705,6.646077485669619,9.013,5.0,6.9945
4,6.452522290255342,7.56,5.0,5.92,5.7940881474726424,6.973,4.679,5.9085
5,5.586773825470783,6.909,3.896,5.6365,4.578763917707781,5.96,3.164,4.2684999999999995
6,6.681814770950779,6.946,5.0,6.843999999999999,5.455800534369227,6.008,4.65,5.467
7,6.1399760417357525,8.161,5.0,5.997,5.118326782178218,5.919,4.919,5.104
8,7.69480353309015,9.018,5.0,8.028,7.084861766545077,8.814,5.0,7.1405
9,6.080136723672368,7.689,5.0,5.952,4.404204239187076,5.71,3.704,4.172499999999999
