Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.099366336633664,5.627,5.0,5.0,5.150306930693069,5.566,5.0,5.011
2,5.989940594059406,6.235,5.627,6.06,5.693663366336631,5.8,5.566,5.649
3,6.238158415841583,6.242,6.235,6.239,5.783683168316831,5.8,5.774,5.787
4,6.241999999999998,6.242,6.242,6.242,5.773514851485149,5.774,5.769,5.774
5,6.241999999999998,6.242,6.242,6.242,5.753930693069306,5.769,5.741,5.743
6,6.1970594059405935,6.242,6.048,6.242,5.68880198019802,5.741,5.546,5.739
7,6.52008910891089,7.05,6.011,6.619,5.559287128712871,5.765,5.398,5.522
8,7.055247524752476,7.127,6.996,7.027,5.7432574257425735,5.825,5.715,5.736
9,6.9289900990099005,6.996,6.827,6.944,5.6254455445544576,5.715,5.561,5.621
10,6.981999999999999,6.982,6.982,6.982,5.561000000000002,5.561,5.561,5.561
11,6.915594059405939,6.982,6.866,6.887,5.573396039603957,5.579,5.56,5.579
12,6.724465346534655,6.866,6.35,6.84,5.534910891089109,5.579,5.312,5.579
13,6.236059405940596,6.35,6.142,6.219,5.199217821782179,5.312,5.062,5.221
14,6.474150000000002,6.479,6.311,6.479,5.0894900000000005,5.094,5.053,5.094
15,6.829029702970296,7.461,6.479,6.556,5.673831683168318,7.089,5.027,5.094
16,7.102544554455443,7.388,7.069,7.072,6.993138613861384,7.352,6.798,7.01
17,7.160128712871287,7.197,7.063,7.163,7.382702970297029,7.477,7.352,7.375
18,7.202792079207919,7.227,7.197,7.201,7.352188118811881,7.353,7.352,7.352
19,7.4091089108910895,7.476,7.227,7.462,7.328326732673267,7.361,7.313,7.314
20,7.493277227722775,7.64,7.364,7.484,7.336108910891089,7.479,7.116,7.361
21,7.173376237623761,7.364,7.082,7.082,7.064663366336631,7.121,7.035,7.041
22,6.951138613861386,7.082,6.519,7.082,7.032772277227725,7.196,6.883,7.023
23,6.326277227722773,6.972,5.726,6.35,7.031435643564358,7.09,6.969,7.019
24,6.936950495049506,7.031,6.893,6.894,6.988435643564358,7.008,6.979,6.979
25,6.893000000000001,6.893,6.893,6.893,6.979000000000003,6.979,6.979,6.979
26,6.716544554455448,6.893,6.506,6.705,6.956059405940592,6.979,6.92,6.958
27,6.7065247524752465,6.889,6.576,6.705,6.815435643564358,6.92,6.292,6.92
28,6.796148514851486,7.006,6.582,6.801,7.162910891089108,7.776,6.121,7.38
29,6.726346534653467,6.801,6.542,6.795,7.447138613861386,7.604,7.17,7.475
30,6.536732673267327,6.542,6.521,6.533,7.243772277227725,7.404,7.174,7.222
31,6.45370297029703,6.521,6.172,6.493,7.105940594059407,7.258,6.482,7.175
32,6.192198019801982,6.197,6.156,6.197,7.693356435643566,7.794,6.981,7.741
33,6.20389108910891,6.232,6.197,6.197,7.616683168316833,7.681,7.349,7.671
34,6.231999999999999,6.232,6.232,6.232,7.524,7.566,7.516,7.522
35,6.424524752475249,6.658,6.173,6.423,7.782099009900989,8.167,7.53,7.707
36,6.658000000000001,6.658,6.658,6.658,7.685356435643562,7.689,7.684,7.684
37,6.841821782178218,7.901,6.625,6.797,8.23778217821782,9.013,7.522,8.433
38,7.9893,8.137,7.899,7.984,8.387899999999998,8.524,8.195,8.398
