Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.00360396039604,5.122,5.0,5.0,5.0,5.0,5.0,5.0
2,5.534386138613863,5.912,5.122,5.64,5.141623762376238,5.48,4.861,5.144
3,5.962207920792077,6.146,5.904,5.912,5.457999999999998,5.559,5.371,5.474
4,6.458871287128715,6.806,6.146,6.566,5.584257425742572,5.647,5.508,5.577
5,6.766990099009903,6.889,6.594,6.818,5.609861386138613,5.671,5.536,5.601
6,6.691772277227725,6.719,6.594,6.719,5.698475247524752,5.763,5.607,5.671
7,6.673425742574257,6.719,6.625,6.672,5.163544554455445,5.607,4.839,5.049
8,6.3056138613861386,6.625,6.245,6.287,4.91818811881188,5.022,4.789,4.935
9,6.391475247524756,6.484,6.153,6.466,5.027673267326734,5.196,4.806,5.069
10,6.662702970297029,6.804,6.263,6.678,5.304821782178218,5.458,5.049,5.33
11,6.751841584158418,6.804,6.73,6.73,5.146297029702971,5.36,5.103,5.109
12,6.730000000000004,6.73,6.73,6.73,5.133465346534654,5.214,5.103,5.11
13,6.730000000000004,6.73,6.73,6.73,5.240663366336633,5.279,5.214,5.223
14,6.730000000000004,6.73,6.73,6.73,5.282940594059406,5.308,5.279,5.279
15,6.759455445544556,6.865,6.554,6.743,4.826940594059406,5.336,4.224,4.723
16,6.678188118811881,6.742,6.63,6.704,4.02090099009901,4.224,3.825,4.057
17,6.613148514851485,6.63,6.611,6.612,4.27149504950495,4.276,4.212,4.276
18,6.3961287128712865,6.611,6.077,6.611,4.408029702970296,4.587,4.276,4.392
19,5.683039603960398,6.077,5.206,5.619,4.459148514851485,4.976,4.265,4.419
20,5.108059405940594,5.238,5.0,5.111,4.826544554455445,5.0,4.408,5.0
21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
22,5.208297029702971,5.555,4.809,5.175,5.644089108910893,6.171,5.0,5.764
23,5.767653465346536,6.018,5.474,5.769,6.23669306930693,6.396,5.851,6.277
24,6.053980198019802,6.11,6.018,6.031,6.105821782178215,6.213,5.74,6.202
25,6.053019801980196,6.146,5.818,6.059,5.323257425742578,5.889,4.964,5.325
26,6.145999999999997,6.146,6.146,6.146,5.004287128712871,5.108,4.964,4.964
27,6.145999999999997,6.146,6.146,6.146,5.200227722772276,5.251,5.108,5.208
28,6.3024356435643565,6.681,6.146,6.146,5.3378613861386155,5.612,5.251,5.274
29,6.6819801980198035,6.682,6.681,6.682,5.389217821782179,5.445,5.38,5.38
30,6.682000000000002,6.682,6.682,6.682,5.380000000000001,5.38,5.38,5.38
31,6.162178217821782,6.698,5.658,6.18,5.052346534653465,5.382,4.885,4.92
32,5.984653061224488,6.224,5.688,5.9565,5.692224489795918,6.1,5.087,5.6505
33,6.029069306930693,6.408,5.669,5.996,5.666039603960397,5.986,5.266,5.769
34,6.758069306930693,6.885,6.408,6.885,5.563920792079211,5.818,5.424,5.441
35,6.951257425742575,7.244,6.885,6.904,5.3829900990099,5.588,5.227,5.391
36,6.880990099009901,6.885,6.876,6.881,5.222277227722771,5.227,5.217,5.226
37,6.521237623762377,6.876,6.291,6.359,5.068554455445545,5.217,4.932,5.051
38,6.359,6.359,6.359,6.359,4.932,4.932,4.932,4.932
