Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11,5.072881188118813,5.212,5.0,5.064,4.999683168316833,5.0,4.992,5.0
12,5.404554455445541,5.512,5.212,5.431,4.765168316831683,4.992,4.654,4.744
13,5.97820792079208,6.205,5.512,6.006,4.683772277227721,4.842,4.654,4.654
14,6.188069306930695,6.196,6.181,6.181,4.869326732673268,4.876,4.819,4.876
15,6.555950495049505,6.871,6.181,6.523,4.81260396039604,5.012,4.752,4.769
16,6.83270297029703,6.862,6.826,6.83,5.012,5.012,5.012,5.012
17,6.819524752475246,6.826,6.813,6.821,5.0071782178217825,5.012,5.0,5.005
18,6.812029702970297,6.813,6.812,6.812,4.978712871287128,5.0,4.953,4.981
19,6.811999999999999,6.812,6.812,6.812,4.953,4.953,4.953,4.953
20,6.817336633663368,6.84,6.812,6.812,4.939009900990099,4.953,4.918,4.939
21,6.8507128712871275,6.851,6.84,6.851,4.914336633663367,4.918,4.914,4.914
22,6.865217821782178,6.867,6.851,6.867,5.000326732673267,5.054,4.896,5.054
23,6.866999999999998,6.867,6.867,6.867,5.047801980198019,5.054,5.039,5.051
24,6.869,6.885,6.863,6.863,4.996277227722771,5.039,4.909,5.037
25,6.942257425742575,6.97,6.885,6.97,4.908999999999999,4.909,4.909,4.909
26,6.9700000000000015,6.97,6.97,6.97,4.909415841584158,4.929,4.909,4.909
27,6.959772277227725,6.97,6.956,6.957,4.949435643564357,4.95,4.929,4.95
28,6.80511881188119,6.956,6.567,6.842,5.257405940594059,5.71,4.95,5.24
29,6.542504950495051,6.567,6.541,6.541,5.797871287128712,5.81,5.71,5.804
30,6.537950495049505,6.541,6.523,6.541,5.981000000000002,6.095,5.804,6.052
31,6.519396039603961,6.523,6.519,6.519,6.109356435643563,6.17,6.095,6.095
32,6.594564356435642,6.92,6.519,6.519,6.313762376237622,6.55,6.17,6.308
33,6.878049504950497,6.92,6.855,6.855,6.236663366336633,6.55,6.117,6.13
34,6.855000000000004,6.855,6.855,6.855,6.097306930693068,6.117,6.084,6.084
35,6.821950495049507,6.855,6.777,6.855,5.910475247524753,6.084,5.715,5.894
36,6.777000000000002,6.777,6.777,6.777,5.69630693069307,5.715,5.696,5.696
37,6.78109900990099,6.834,6.777,6.777,5.69290099009901,5.696,5.653,5.696
38,6.839,6.841,6.834,6.841,5.648111111111111,5.653,5.647,5.647
