Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.862029702970298,7.331,5.0,5.308,5.443099009900989,6.17,5.0,5.275
2,7.896039603960394,8.132,7.331,7.995,6.206267326732673,6.246,6.072,6.229
3,8.197855670103092,8.205,8.132,8.205,6.065041237113403,6.187,6.028,6.063
4,8.205000000000002,8.205,8.205,8.205,6.062237623762376,6.063,6.062,6.062
5,8.205000000000002,8.205,8.205,8.205,6.060603960396039,6.062,6.046,6.062
6,8.205000000000002,8.205,8.205,8.205,6.033584158415843,6.046,6.033,6.033
7,8.433643564356437,8.587,8.205,8.587,6.355108910891091,6.508,6.033,6.5
8,8.47938613861386,8.69,8.277,8.587,6.441683168316832,6.56,6.255,6.508
9,8.3899801980198,8.411,8.31,8.411,6.255,6.255,6.255,6.255
10,8.489891089108914,9.084,8.411,8.492,6.255732673267327,6.292,6.255,6.255
11,9.299465346534653,9.5,8.672,9.5,6.294722772277229,6.347,6.148,6.324
12,8.669128712871284,8.672,8.669,8.669,6.148,6.148,6.148,6.148
13,8.678960396039603,8.697,8.669,8.669,6.008079207920792,6.148,5.581,6.146
14,8.697000000000001,8.697,8.697,8.697,5.576475247524752,5.587,5.576,5.576
15,8.697000000000001,8.697,8.697,8.697,5.61052475247525,5.613,5.587,5.613
16,8.697000000000001,8.697,8.697,8.697,5.630732673267326,5.673,5.613,5.623
17,8.429891089108908,8.697,7.988,8.356,5.695722772277231,5.714,5.673,5.695
18,8.355999999999998,8.356,8.356,8.356,5.716485148514849,5.727,5.714,5.714
19,8.233396039603962,8.357,7.461,8.356,5.71482178217822,5.73,5.638,5.727
20,7.628609999999998,8.074,7.461,7.461,5.639869999999998,5.652,5.638,5.638
21,8.081405940594063,8.085,8.074,8.081,5.656742574257428,5.667,5.653,5.653
22,8.085000000000004,8.085,8.085,8.085,5.677168316831684,5.686,5.667,5.68
23,8.085000000000004,8.085,8.085,8.085,5.686000000000002,5.686,5.686,5.686
24,7.9164059405940606,8.085,7.537,8.085,5.685702970297029,5.686,5.669,5.686
25,6.475980198019804,7.537,5.321,6.715,5.4588613861386115,5.669,5.242,5.487
26,5.689564356435645,5.932,5.319,5.829,5.282504950495048,5.338,5.235,5.278
27,5.932000000000002,5.932,5.932,5.932,5.382316831683166,5.424,5.338,5.401
28,5.932000000000002,5.932,5.932,5.932,5.4239999999999995,5.424,5.424,5.424
29,6.437069306930691,7.302,5.932,6.475,5.546584158415842,5.774,5.424,5.494
30,7.325099009900992,7.347,7.302,7.325,5.6753663366336635,5.78,5.524,5.654
31,7.381079207920791,7.399,7.347,7.388,5.3822673267326735,5.524,5.364,5.364
32,7.638762376237625,7.763,7.399,7.76,5.889366336633666,6.093,5.364,6.057
33,7.220673267326729,7.541,7.189,7.189,5.462712871287126,5.82,5.41,5.41
34,7.188999999999996,7.189,7.189,7.189,5.4099999999999975,5.41,5.41,5.41
35,7.1895940594059375,7.199,7.189,7.189,5.4104950495049495,5.419,5.41,5.41
36,7.2087425742574265,7.221,7.199,7.202,5.422861386138612,5.429,5.419,5.419
37,7.338376237623763,7.599,7.221,7.235,5.452168316831683,5.467,5.429,5.451
38,7.611571428571429,7.626,7.599,7.611,5.467,5.467,5.467,5.467
