Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
7,1330224,1335224,5.0,5.0,5.0,5.0,33.91,33.347,25.084,25.091,34.889,37.756,32.005,31.811,4.742,4.824,5.851,6.467,12.545,12.832
7,1335224,1340224,5.0,5.032,5.0,5.949,33.347,32.893,25.091,25.081,37.756,36.08,31.811,33.195,4.824,4.947,6.467,6.138,12.832,12.463
7,1340224,1345225,5.032,5.0,5.949,5.0,32.893,32.593,25.081,25.102,36.08,35.451,33.195,31.859,4.947,4.947,6.138,6.302,12.463,13.079
7,1345225,1350225,5.0,5.0,5.0,5.0,32.593,31.888,25.102,25.084,35.451,35.528,31.859,32.121,4.947,4.742,6.302,6.179,13.079,12.791
7,1350225,1355225,5.0,5.0,5.0,5.0,31.888,31.722,25.084,25.084,35.528,36.022,32.121,31.879,4.742,5.112,6.179,7.083,12.791,12.75
7,1355225,1360225,5.0,5.0,5.0,5.0,31.722,31.257,25.084,25.07,36.022,35.267,31.879,31.811,5.112,4.742,7.083,6.015,12.75,12.668
7,1360225,1365226,5.0,4.936,5.0,5.782,31.257,30.89,25.07,25.067,35.267,35.393,31.811,32.082,4.742,4.742,6.015,6.262,12.668,12.668
7,1365226,1370225,4.936,4.981,5.782,6.463,30.89,30.705,25.067,25.074,35.393,35.935,32.082,32.769,4.742,4.742,6.262,6.508,12.668,18.952
7,1370225,1375226,4.981,5.074,6.463,6.606,30.705,31.675,25.074,25.067,35.935,35.712,32.769,32.043,4.742,4.865,6.508,6.549,18.952,12.791
7,1375226,1380226,5.074,5.063,6.606,6.428,31.675,31.04,25.067,25.067,35.712,37.485,32.043,32.827,4.865,5.03,6.549,6.508,12.791,12.463
7,1380226,1385227,5.063,5.338,6.428,8.973,31.04,30.819,25.067,25.053,37.485,37.155,32.827,34.908,5.03,6.672,6.508,6.467,12.463,12.422
7,1385227,1390226,5.338,5.167,8.973,7.573,30.819,43.479,25.053,25.053,37.155,36.758,34.908,32.198,6.672,6.549,6.467,5.974,12.422,11.764
7,1390226,1395227,5.167,5.167,7.573,7.876,43.479,42.777,25.053,25.056,36.758,36.042,32.198,32.034,6.549,5.563,5.974,7.165,11.764,12.422
7,1395227,1400227,5.167,5.162,7.876,7.876,42.777,41.165,25.056,25.053,36.042,35.693,32.034,32.159,5.563,5.235,7.165,6.302,12.422,12.381
7,1400227,1405227,5.162,5.129,7.876,7.022,41.165,40.952,25.053,25.049,35.693,37.795,32.159,31.859,5.235,5.317,6.302,6.343,12.381,12.463
7,1405227,1410227,5.129,5.129,7.022,7.045,40.952,40.684,25.049,25.042,37.795,37.078,31.859,32.024,5.317,5.07,6.343,6.713,12.463,12.257
7,1410227,1415228,5.129,4.643,7.045,6.85,40.684,40.455,25.042,25.025,37.078,36.41,32.024,31.792,5.07,4.906,6.713,6.631,12.257,12.463
7,1415228,1420228,4.643,5.0,6.85,5.0,40.455,41.224,25.025,25.018,36.41,36.003,31.792,32.295,4.906,5.153,6.631,7.575,12.463,12.422
7,1420228,1425228,5.0,5.07,5.0,7.105,41.224,41.788,25.018,25.025,36.003,35.896,32.295,31.84,5.153,4.906,7.575,6.631,12.422,18.91
7,1425228,1430228,5.07,5.068,7.105,7.102,41.788,40.561,25.025,25.011,35.896,35.954,31.84,32.188,4.906,4.783,6.631,6.22,18.91,16.57
7,1430228,1435229,5.068,5.058,7.102,7.101,40.561,40.238,25.011,25.011,35.954,35.673,32.188,31.966,4.783,4.783,6.22,6.138,16.57,12.709
7,1435229,1440228,5.058,5.048,7.101,7.101,40.238,40.333,25.011,25.007,35.673,35.78,31.966,31.763,4.783,5.07,6.138,6.877,12.709,12.339
7,1440228,1445229,5.048,5.039,7.101,8.215,40.333,48.959,25.007,25.0,35.78,36.439,31.763,31.821,5.07,12.956,6.877,5.81,12.339,15.255
7,1445229,1450229,5.039,4.991,8.215,7.518,48.959,50.024,25.0,24.993,36.439,36.41,31.821,32.276,12.956,7.001,5.81,5.81,15.255,20.676
7,1450229,1455230,4.991,5.054,7.518,6.577,50.024,47.871,24.993,24.99,36.41,36.061,32.276,31.753,7.001,5.687,5.81,6.015,20.676,24.66
7,1455230,1460229,5.054,5.036,6.577,7.65,47.871,48.301,24.99,24.983,36.061,38.957,31.753,31.666,5.687,5.276,6.015,6.097,24.66,15.132
7,1460229,1465230,5.036,5.036,7.65,7.642,48.301,46.337,24.983,24.979,38.957,35.121,31.666,32.663,5.276,4.783,6.097,5.974,15.132,13.284
7,1465230,1470230,5.036,5.036,7.642,7.642,46.337,47.012,24.979,24.962,35.121,35.489,32.663,31.656,4.783,4.824,5.974,6.056,13.284,13.9
7,1470230,1475230,5.036,4.997,7.642,7.065,47.012,45.557,24.962,24.962,35.489,35.702,31.656,31.753,4.824,4.865,6.056,6.22,13.9,15.707
7,1475230,1480230,4.997,4.997,7.065,7.024,45.557,44.638,24.962,24.951,35.702,35.712,31.753,32.43,4.865,5.604,6.22,6.262,15.707,17.637
7,1480230,1485231,4.997,4.997,7.024,6.871,44.638,43.735,24.951,24.937,35.712,35.354,32.43,31.695,5.604,4.988,6.262,6.22,17.637,15.297
7,1485231,1490231,4.997,4.997,6.871,6.017,43.735,43.286,24.937,24.941,35.354,35.867,31.695,31.656,4.988,4.865,6.22,6.385,15.297,16.898
7,1490231,1495231,4.997,4.997,6.017,6.017,43.286,42.927,24.941,24.927,35.867,35.702,31.656,31.753,4.865,5.112,6.385,6.343,16.898,16.61
7,1495231,1500231,4.997,4.997,6.017,6.017,42.927,43.349,24.927,24.923,35.702,35.819,31.753,31.917,5.112,4.906,6.343,6.919,16.61,15.871
7,1500231,1505232,4.997,4.859,6.017,7.434,43.349,42.296,24.923,24.913,35.819,36.177,31.917,31.656,4.906,4.742,6.919,6.015,15.871,17.842
7,1505232,1510231,4.859,4.911,7.434,7.931,42.296,42.434,24.913,24.902,36.177,35.606,31.656,31.821,4.742,4.906,6.015,6.015,17.842,13.325
7,1510231,1515232,4.911,4.97,7.931,7.809,42.434,42.75,24.902,24.899,35.606,35.615,31.821,31.637,4.906,4.947,6.015,6.343,13.325,17.473
7,1515232,1520232,4.97,5.051,7.809,7.129,42.75,41.669,24.899,24.895,35.615,37.029,31.637,31.888,4.947,5.194,6.343,6.795,17.473,19.321
