Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
7,1330208,1335209,5.0,3.719,5.0,4.966,6.628,6.707,22.437,22.445,36.603,36.642,34.608,31.714,5.358,5.399,5.933,6.877,12.298,11.888
7,1335209,1340209,3.719,3.719,4.966,5.044,6.707,6.715,22.445,22.445,36.642,37.388,31.714,31.734,5.399,5.522,6.877,6.837,11.888,11.025
7,1340209,1345210,3.719,3.719,5.044,5.033,6.715,6.592,22.445,22.448,37.388,36.216,31.734,32.247,5.522,5.317,6.837,7.206,11.025,10.574
7,1345210,1350209,3.719,3.719,5.033,5.033,6.592,6.616,22.448,22.441,36.216,36.4,32.247,33.611,5.317,5.645,7.206,7.247,10.574,11.723
7,1350209,1355210,3.719,3.716,5.033,5.033,6.616,6.529,22.441,22.437,36.4,37.097,33.611,32.827,5.645,5.358,7.247,7.042,11.723,10.532
7,1355210,1360210,3.716,3.716,5.033,5.033,6.529,6.647,22.437,22.434,37.097,36.313,32.827,33.495,5.358,5.563,7.042,6.877,10.532,11.764
7,1360210,1365210,3.716,4.841,5.033,5.0,6.647,6.616,22.434,22.445,36.313,36.042,33.495,33.611,5.563,5.481,6.877,7.001,11.764,12.75
7,1365210,1370210,4.841,3.885,5.0,5.011,6.616,6.462,22.445,22.437,36.042,36.652,33.611,32.595,5.481,5.235,7.001,7.494,12.75,11.066
7,1370210,1375211,3.885,3.881,5.011,5.38,6.462,6.513,22.437,22.452,36.652,36.506,32.595,31.617,5.235,5.727,7.494,7.781,11.066,11.108
7,1375211,1380211,3.881,3.876,5.38,5.366,6.513,6.474,22.452,22.452,36.506,36.594,31.617,31.569,5.727,6.385,7.781,7.452,11.108,14.105
7,1380211,1385211,3.876,0.5,5.366,7.99,6.474,6.509,22.452,22.459,36.594,37.456,31.569,34.502,6.385,6.837,7.452,19.444,14.105,7.494
7,1385211,1390211,0.5,0.5,7.99,8.727,6.509,8.497,22.459,22.452,37.456,35.577,34.502,33.031,6.837,6.96,19.444,10.491,7.494,7.411
7,1390211,1395212,0.5,0.5,8.727,8.522,8.497,9.36,22.452,22.459,35.577,35.509,33.031,32.682,6.96,5.892,10.491,7.863,7.411,6.877
7,1395212,1400211,0.5,0.706,8.522,6.872,9.36,9.289,22.459,22.476,35.509,36.565,32.682,32.585,5.892,7.494,7.863,6.919,6.877,7.124
7,1400211,1405212,0.706,0.5,6.872,6.938,9.289,9.017,22.476,22.476,36.565,37.0,32.585,32.082,7.494,5.974,6.919,7.042,7.124,7.452
7,1405212,1410212,0.5,0.819,6.938,6.671,9.017,8.879,22.476,22.473,37.0,36.08,32.082,33.408,5.974,5.851,7.042,7.37,7.452,11.189
7,1410212,1415213,0.819,0.827,6.671,6.662,8.879,8.843,22.473,22.48,36.08,36.138,33.408,32.072,5.851,5.522,7.37,7.822,11.189,9.424
7,1415213,1420212,0.827,1.099,6.662,6.54,8.843,8.78,22.48,22.487,36.138,36.477,32.072,34.657,5.522,5.481,7.822,8.274,9.424,7.37
7,1420212,1425213,1.099,1.099,6.54,6.525,8.78,8.832,22.487,22.476,36.477,37.214,34.657,32.314,5.481,5.399,8.274,6.919,7.37,7.042
7,1425213,1430213,1.099,1.099,6.525,6.508,8.832,8.812,22.476,22.459,37.214,36.923,32.314,32.082,5.399,5.276,6.919,7.001,7.042,7.042
