Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
8,2192840,2197840,30.819,30.662,5.0,5.0,5.0,5.0
8,2197840,2202840,30.662,33.0,5.0,5.0,5.0,5.0
8,2202840,2207841,33.0,33.236,5.0,5.0,5.0,5.0
8,2207841,2212841,33.236,36.031,5.0,5.0,5.0,5.0
8,2212841,2217841,36.031,37.573,5.0,5.0,5.0,5.0
8,2217841,2222841,37.573,37.309,5.0,5.0,5.0,5.0
8,2222841,2227842,37.309,37.482,5.0,5.0,5.0,5.0
8,2227842,2232841,37.482,37.388,5.0,5.0,5.0,5.0
8,2232841,2237842,37.388,37.36,5.0,5.0,5.0,5.0
8,2237842,2242842,37.36,36.765,5.0,5.0,5.0,5.0
8,2242842,2247843,36.765,35.988,5.0,5.0,5.0,5.0
8,2247843,2252842,35.988,38.641,5.0,5.0,5.0,5.0
8,2252842,2257844,38.641,39.363,5.0,5.0,5.0,5.0
8,2257844,2262844,39.363,40.932,5.0,5.0,5.0,5.0
8,2262844,2267844,40.932,41.859,5.0,5.0,5.0,5.0
8,2267844,2272844,41.859,43.03,5.0,5.0,5.0,5.0
8,2272844,2277845,43.03,45.912,5.0,5.0,5.0,5.0
8,2277845,2282845,45.912,42.734,5.0,5.0,5.0,5.0
8,2282845,2287845,42.734,43.85,5.0,5.0,5.0,5.0
8,2287845,2292845,43.85,47.974,5.0,4.204,5.0,5.235
8,2292845,2297846,47.974,44.646,4.204,4.204,5.235,5.235
8,2297846,2302845,44.646,50.422,4.204,2.583,5.235,6.084
8,2302845,2307846,50.422,53.166,2.583,2.482,6.084,6.14
8,2307846,2312846,53.166,52.208,2.482,2.473,6.14,6.164
8,2312846,2317847,52.208,50.903,2.473,2.473,6.164,6.152
8,2317847,2322846,50.903,49.846,2.473,2.76,6.152,5.85
8,2322846,2327847,49.846,52.362,2.76,2.906,5.85,5.833
