Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
8,519612,524611,13.535,13.452,5.0,5.0,5.0,5.0
8,524611,529612,13.452,13.772,5.0,5.0,5.0,5.0
8,529612,534612,13.772,13.906,5.0,5.043,5.0,5.139
8,534612,539613,13.906,14.355,5.043,7.084,5.139,4.934
8,539613,544612,14.355,14.745,7.084,6.871,4.934,4.974
8,544612,549613,14.745,14.809,6.871,6.871,4.974,5.05
8,549613,554613,14.809,15.301,6.871,6.568,5.05,5.304
8,554613,559613,15.301,18.511,6.568,6.822,5.304,5.483
8,559613,564613,18.511,18.684,6.822,6.816,5.483,5.467
8,564613,569614,18.684,19.212,6.816,6.803,5.467,5.712
8,569614,574614,19.212,19.098,6.803,6.806,5.712,5.712
8,574614,579614,19.098,19.248,6.806,6.806,5.712,5.707
8,579614,584614,19.248,19.547,6.806,6.806,5.707,5.703
8,584614,589615,19.547,19.342,6.806,6.806,5.703,5.68
8,589615,594614,19.342,19.508,6.806,6.565,5.68,5.596
8,594614,599615,19.508,19.492,6.565,6.386,5.596,5.643
8,599615,604615,19.492,19.208,6.386,6.36,5.643,5.464
8,604615,609616,19.208,18.988,6.36,6.031,5.464,5.324
8,609616,614615,18.988,19.09,6.031,6.339,5.324,5.582
8,614615,619616,19.09,19.421,6.339,6.331,5.582,5.948
8,619616,624616,19.421,20.474,6.331,6.372,5.948,5.955
8,624616,629616,20.474,26.108,6.372,6.613,5.955,7.028
8,629616,634616,26.108,25.024,6.613,6.69,7.028,7.527
8,634616,639617,25.024,24.874,6.69,6.692,7.527,7.474
8,639617,644616,24.874,24.811,6.692,6.508,7.474,7.478
8,644616,649616,24.811,26.573,6.508,6.534,7.478,7.478
8,649616,654616,26.573,28.852,6.534,6.595,7.478,7.759
