Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
8,799751,804751,5.0,5.0,5.109,5.0,29.692,28.753,25.442,25.445,36.884,35.935,31.685,31.898,4.906,5.194,6.22,6.138,14.475,14.475
8,804751,809751,5.0,5.0,5.0,5.0,28.753,28.41,25.445,25.442,35.935,36.952,31.898,31.685,5.194,4.701,6.138,6.385,14.475,14.311
8,809751,814751,5.0,4.975,5.0,6.78,28.41,28.004,25.442,25.428,36.952,37.184,31.685,31.569,4.701,4.742,6.385,6.179,14.311,14.639
8,814751,819752,4.975,4.975,6.78,6.74,28.004,31.04,25.428,25.431,37.184,36.439,31.569,31.811,4.742,4.66,6.179,6.097,14.639,13.982
8,819752,824752,4.975,4.979,6.74,6.74,31.04,29.948,25.431,25.421,36.439,36.787,31.811,31.53,4.66,4.988,6.097,6.837,13.982,14.639
8,824752,829752,4.979,5.005,6.74,6.143,29.948,29.337,25.421,25.428,36.787,35.751,31.53,33.195,4.988,4.906,6.837,7.452,14.639,14.188
8,829752,834752,5.005,5.005,6.143,6.143,29.337,28.954,25.428,25.428,35.751,35.238,33.195,31.579,4.906,4.783,7.452,6.097,14.188,13.613
8,834752,839753,5.005,5.005,6.143,6.143,28.954,28.556,25.428,25.417,35.238,38.269,31.579,32.053,4.783,4.824,6.097,6.056,13.613,14.27
8,839753,844752,5.005,5.005,6.143,6.143,28.556,28.0,25.417,25.41,38.269,36.545,32.053,31.521,4.824,4.619,6.056,6.097,14.27,14.188
8,844752,849753,5.005,5.005,6.143,6.143,28.0,27.705,25.41,25.4,36.545,36.71,31.521,31.695,4.619,4.66,6.097,6.179,14.188,13.736
8,849753,854753,5.005,5.107,6.143,7.216,27.705,27.232,25.4,25.393,36.71,38.017,31.695,31.472,4.66,4.66,6.179,6.179,13.736,13.818
8,854753,859754,5.107,5.107,7.216,7.216,27.232,26.77,25.393,25.393,38.017,35.654,31.472,32.063,4.66,4.824,6.179,6.179,13.818,13.695
8,859754,864753,5.107,5.107,7.216,7.216,26.77,26.412,25.393,25.389,35.654,36.594,32.063,31.453,4.824,4.701,6.179,6.22,13.695,13.941
8,864753,869754,5.107,5.107,7.216,7.216,26.412,25.773,25.389,25.382,36.594,37.698,31.453,32.334,4.701,4.865,6.22,6.262,13.941,13.736
8,869754,874754,5.107,5.107,7.216,7.216,25.773,25.619,25.382,25.382,37.698,35.857,32.334,31.627,4.865,4.906,6.262,6.59,13.736,13.736
8,874754,879754,5.107,5.059,7.216,6.725,25.619,25.209,25.382,25.354,35.857,36.206,31.627,31.966,4.906,4.865,6.59,7.329,13.736,13.531
8,879754,884754,5.059,5.044,6.725,6.763,25.209,24.803,25.354,25.361,36.206,35.78,31.966,31.559,4.865,4.66,7.329,6.508,13.531,14.146
8,884754,889755,5.044,4.804,6.763,7.457,24.803,24.578,25.361,25.361,35.78,35.305,31.559,32.024,4.66,5.112,6.508,7.575,14.146,15.871
8,889755,894755,4.804,4.804,7.457,7.573,24.578,24.026,25.361,25.347,35.305,35.77,32.024,32.75,5.112,4.742,7.575,6.385,15.871,13.941
8,894755,899755,4.804,5.065,7.573,9.161,24.026,30.492,25.347,25.333,35.77,36.768,32.75,32.121,4.742,4.66,6.385,6.138,13.941,13.243
8,899755,904755,5.065,5.065,9.161,9.078,30.492,31.655,25.333,25.34,36.768,36.71,32.121,33.553,4.66,4.824,6.138,6.59,13.243,13.49
8,904755,909756,5.065,5.065,9.078,9.5,31.655,35.416,25.34,25.337,36.71,39.044,33.553,34.908,4.824,6.302,6.59,6.22,13.49,13.777
8,909756,914755,5.065,4.259,9.5,9.5,35.416,44.149,25.337,25.326,39.044,35.954,34.908,33.127,6.302,6.097,6.22,6.138,13.777,14.105
8,914755,919756,4.259,4.267,9.5,9.5,44.149,45.655,25.326,25.344,35.954,35.693,33.127,33.389,6.097,6.262,6.138,5.892,14.105,16.2
8,919756,924756,4.267,4.307,9.5,9.5,45.655,44.634,25.344,25.33,35.693,37.301,33.389,32.508,6.262,5.235,5.892,6.262,16.2,12.381
8,924756,929757,4.307,5.256,9.5,7.65,44.634,43.089,25.33,25.323,37.301,36.787,32.508,31.908,5.235,5.235,6.262,5.933,12.381,12.627
8,929757,934756,5.256,4.614,7.65,9.5,43.089,45.758,25.323,25.305,36.787,35.964,31.908,34.289,5.235,6.22,5.933,6.302,12.627,13.818
