Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
8,221548,226548,5.0,5.0,5.133,5.0,18.511,19.575,28.976,28.983,38.327,36.962,39.884,40.774,4.537,4.742,5.399,5.687,7.001,6.631
8,226548,231548,5.0,5.0,5.0,5.0,19.575,19.524,28.983,28.965,36.962,38.531,40.774,41.394,4.742,4.66,5.687,5.645,6.631,6.96
8,231548,236549,5.0,5.0,5.0,5.0,19.524,19.516,28.965,28.958,38.531,37.833,41.394,40.784,4.66,4.578,5.645,5.563,6.96,6.385
8,236549,241548,5.0,5.265,5.0,5.334,19.516,19.788,28.958,28.951,37.833,36.439,40.784,40.958,4.578,4.742,5.563,5.276,6.385,6.467
8,241548,246549,5.265,5.071,5.334,5.436,19.788,20.001,28.951,28.948,36.439,36.894,40.958,41.423,4.742,4.66,5.276,5.604,6.467,6.302
8,246549,251549,5.071,5.095,5.436,5.489,20.001,19.891,28.948,28.948,36.894,34.84,41.423,40.987,4.66,4.578,5.604,5.687,6.302,6.672
8,251549,256550,5.095,5.0,5.489,5.0,19.891,19.67,28.948,28.93,34.84,35.819,40.987,40.881,4.578,4.578,5.687,5.604,6.672,10.779
8,256550,261549,5.0,5.0,5.0,5.0,19.67,19.437,28.93,28.93,35.819,35.906,40.881,41.113,4.578,5.851,5.604,5.604,10.779,6.302
8,261549,266550,5.0,5.0,5.0,5.0,19.437,19.508,28.93,28.93,35.906,34.802,41.113,41.035,5.851,4.578,5.604,5.522,6.302,6.467
8,266550,271550,5.0,5.0,5.0,5.0,19.508,19.315,28.93,28.909,34.802,35.664,41.035,41.026,4.578,4.455,5.522,5.522,6.467,6.508
8,271550,276549,5.0,5.0,5.0,5.0,19.315,19.26,28.909,28.913,35.664,36.574,41.026,41.035,4.455,4.578,5.522,5.604,6.508,6.343
8,276549,281549,5.0,5.0,5.0,5.067,19.26,20.407,28.913,28.909,36.574,34.86,41.035,41.51,4.578,4.66,5.604,5.892,6.343,6.96
8,281549,286550,5.0,5.0,5.067,5.218,20.407,20.876,28.909,28.902,34.86,36.506,41.51,41.626,4.66,4.824,5.892,5.194,6.96,6.59
8,286550,291550,5.0,5.526,5.218,5.804,20.876,20.584,28.902,28.906,36.506,38.318,41.626,40.977,4.824,8.726,5.194,5.44,6.59,6.795
8,291550,296550,5.526,5.675,5.804,5.855,20.584,20.793,28.906,28.885,38.318,36.952,40.977,41.384,8.726,5.112,5.44,5.153,6.795,6.385
8,296550,301550,5.675,5.553,5.855,6.743,20.793,20.458,28.885,28.878,36.952,35.218,41.384,41.607,5.112,4.742,5.153,5.276,6.385,6.837
8,301550,306551,5.553,5.507,6.743,6.586,20.458,20.375,28.878,28.871,35.218,34.618,41.607,41.384,4.742,4.619,5.276,5.399,6.837,7.083
8,306551,311550,5.507,5.507,6.586,6.581,20.375,20.419,28.871,28.853,34.618,35.916,41.384,41.026,4.619,4.619,5.399,5.399,7.083,6.713
8,311550,316551,5.507,5.503,6.581,6.494,20.419,20.308,28.853,28.86,35.916,37.901,41.026,41.549,4.619,4.619,5.399,5.358,6.713,6.754
8,316551,321551,5.503,5.462,6.494,6.439,20.308,20.521,28.86,28.86,37.901,35.509,41.549,41.849,4.619,4.783,5.358,5.317,6.754,6.713
8,321551,326552,5.462,5.434,6.439,6.546,20.521,20.872,28.86,28.85,35.509,35.567,41.849,41.152,4.783,4.906,5.317,5.604,6.713,6.631
8,326552,331551,5.434,5.142,6.546,6.898,20.872,21.156,28.85,28.836,35.567,36.167,41.152,41.181,4.906,5.07,5.604,5.358,6.631,7.494
8,331551,336552,5.142,5.156,6.898,7.619,21.156,21.235,28.836,28.846,36.167,37.95,41.181,41.858,5.07,4.824,5.358,5.522,7.494,6.549
8,336552,341552,5.156,4.442,7.619,8.207,21.235,20.809,28.846,28.818,37.95,36.235,41.858,42.429,4.824,4.66,5.522,5.481,6.549,6.467
8,341552,346552,4.442,4.489,8.207,8.023,20.809,20.506,28.818,28.814,36.235,35.683,42.429,42.516,4.66,4.742,5.481,5.153,6.467,8.849
8,346552,351552,4.489,4.489,8.023,8.023,20.506,20.608,28.814,28.811,35.683,35.809,42.516,41.907,4.742,4.66,5.153,5.522,8.849,6.426
8,351552,356553,4.489,4.439,8.023,7.78,20.608,20.604,28.811,28.8,35.809,37.814,41.907,41.694,4.66,4.578,5.522,6.179,6.426,6.22
8,356553,361553,4.439,4.415,7.78,7.768,20.604,20.269,28.8,28.786,37.814,36.022,41.694,42.11,4.578,4.455,6.179,5.81,6.22,6.343
