Start,Border,End,Valence,Arousal,Valence Diff,Arousal Diff,Score,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff
1869001.01,1874001.01,1879001.01,2.136,6.927,0.7589999999999999,1.9889999999999999,4.067343318308551,0.5799999999999983,0.01899999999999835,0.4350000000000023,0.0,0.9849999999999994,0.3689999999999998,7.145
1884001.01,1889001.01,1894001.01,0.5,8.665,1.287,0.8730000000000002,4.46378227305488,12.549,0.8329999999999984,0.3580000000000041,0.003999999999997783,17.125,10.678,3.6550000000000002
1889001.01,1894001.01,1899001.01,0.81,7.953,0.96,0.9439999999999991,4.483290485659365,15.014,0.05799999999999983,1.4129999999999967,0.0,21.274,0.5750000000000002,8.625
1899001.01,1904001.01,1909001.01,0.5,8.354,0.96,1.779,4.3234332355953,0.5169999999999995,0.2710000000000008,0.5609999999999999,0.020999999999997243,13.019000000000002,2.5469999999999997,0.2060000000000004
1904001.01,1909001.01,1914001.01,0.5,9.5,0.0,1.1460000000000008,4.301215038734393,0.10999999999999943,0.07800000000000296,0.8999999999999986,0.021000000000000796,9.568999999999996,5.872000000000002,9.117
1914001.01,1919001.01,1924001.01,0.5,6.832,1.067,4.452,4.485156195188505,0.43400000000000105,0.029000000000003467,1.5489999999999995,0.023999999999997357,27.598,11.006,8.542
1929001.01,1934001.01,1939001.01,0.5,6.65,1.067,1.6239999999999997,4.079371499155588,0.43400000000000105,0.05799999999999983,1.8189999999999955,0.013999999999999346,32.157,7.9670000000000005,4.846000000000001
1944001.01,1949001.01,1954001.01,0.5,8.809,0.0,1.7020000000000008,4.484143214087302,2.1650000000000027,0.9779999999999944,0.7359999999999971,0.006999999999997897,11.294,3.6959999999999997,1.1899999999999995
1954001.01,1959001.01,1964001.01,0.5,9.5,0.0,1.1419999999999995,6.583875979377573,0.4690000000000012,0.3189999999999955,0.3100000000000023,0.0070000000000014495,21.971,3.9830000000000005,1.5199999999999996
1974001.01,1979001.01,1984001.01,0.5,9.5,1.022,3.284,4.471370123019071,2.0459999999999994,0.009000000000000341,0.8129999999999953,0.01699999999999946,16.427,8.132,0.6149999999999984
1999001.01,2004001.01,2009001.01,0.5,8.819,1.002,3.0220000000000002,4.619281497862163,0.4730000000000061,0.12599999999999767,1.3070000000000022,0.027999999999998693,9.363,2.0939999999999994,0.492
2004001.01,2009001.01,2014001.01,0.5,9.5,0.0,0.011999999999998678,11.265248047103952,0.030999999999998806,0.07799999999999585,0.6969999999999956,0.018000000000000682,27.967000000000002,11.253000000000002,1.601
2014001.01,2019001.01,2024001.01,0.5,8.238,0.0,0.593,4.405777887524355,0.13400000000000034,0.3299999999999983,0.5420000000000016,0.010999999999999233,30.308000000000003,14.416,2.8339999999999996
