Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
1,460191,465192,5.0,6.888,5.0,5.266,6.186,6.166,29.267,29.267,35.625,36.032,27.058,27.087,7.575,7.37,5.974,6.837,5.03,5.194
1,465192,470192,6.888,7.231,5.266,5.739,6.166,6.135,29.267,29.26,36.032,37.582,27.087,27.194,7.37,7.74,6.837,7.494,5.194,5.07
1,470192,475193,7.231,7.599,5.739,6.101,6.135,6.115,29.26,29.26,37.582,35.083,27.194,27.078,7.74,7.165,7.494,6.262,5.07,5.07
1,475193,480192,7.599,7.834,6.101,6.207,6.115,6.06,29.26,29.26,35.083,38.482,27.078,27.126,7.165,7.083,6.262,6.302,5.07,5.153
1,480192,485193,7.834,7.834,6.207,6.207,6.06,6.044,29.26,29.246,38.482,37.766,27.126,27.078,7.083,6.179,6.302,6.549,5.153,4.988
1,485193,490193,7.834,7.834,6.207,6.196,6.044,6.025,29.246,29.246,37.766,35.412,27.078,27.087,6.179,6.795,6.549,6.467,4.988,5.03
1,490193,495193,7.834,7.688,6.196,5.627,6.025,6.001,29.246,29.246,35.412,34.85,27.087,27.116,6.795,7.042,6.467,6.877,5.03,5.235
1,495193,500193,7.688,7.693,5.627,5.612,6.001,5.985,29.246,29.246,34.85,38.492,27.116,27.378,7.042,6.795,6.877,6.097,5.235,5.112
1,500193,505194,7.693,7.236,5.612,5.491,5.985,5.946,29.246,29.239,38.492,38.24,27.378,27.078,6.795,6.59,6.097,6.426,5.112,5.112
1,505194,510194,7.236,7.103,5.491,5.577,5.946,5.91,29.239,29.228,38.24,37.262,27.078,27.165,6.59,7.329,6.426,6.22,5.112,5.153
1,510194,515194,7.103,7.103,5.577,6.054,5.91,5.906,29.228,29.239,37.262,35.664,27.165,27.175,7.329,7.534,6.22,6.302,5.153,5.112
1,515194,520194,7.103,6.366,6.054,6.637,5.906,5.879,29.239,29.235,35.664,36.787,27.175,27.097,7.534,6.919,6.302,6.015,5.112,5.153
1,520194,525195,6.366,6.172,6.637,6.703,5.879,5.835,29.235,29.214,36.787,34.957,27.097,27.116,6.919,7.452,6.015,6.138,5.153,5.07
1,525195,530194,6.172,4.687,6.703,7.419,5.835,5.831,29.214,29.232,34.957,34.666,27.116,27.494,7.452,7.452,6.138,6.426,5.07,5.317
1,530194,535195,4.687,4.585,7.419,7.104,5.831,5.784,29.232,29.218,34.666,38.395,27.494,27.078,7.452,7.781,6.426,6.097,5.317,5.194
1,535195,540195,4.585,4.505,7.104,7.104,5.784,5.76,29.218,29.211,38.395,37.988,27.078,27.068,7.781,6.672,6.097,5.933,5.194,5.03
1,540195,545196,4.505,4.493,7.104,7.104,5.76,5.749,29.211,29.214,37.988,38.918,27.068,27.571,6.672,7.083,5.933,5.974,5.03,5.235
1,545196,550195,4.493,4.415,7.104,7.12,5.749,5.729,29.214,29.204,38.918,35.548,27.571,27.136,7.083,8.109,5.974,5.851,5.235,5.153
1,550195,555196,4.415,4.362,7.12,7.092,5.729,5.685,29.204,29.193,35.548,33.504,27.136,27.068,8.109,8.644,5.851,5.892,5.153,5.194
1,555196,560196,4.362,4.354,7.092,7.082,5.685,5.674,29.193,29.193,33.504,37.349,27.068,27.068,8.644,6.631,5.892,5.933,5.194,5.153
1,560196,565196,4.354,4.177,7.082,6.607,5.674,5.65,29.193,29.197,37.349,37.543,27.068,27.358,6.631,7.124,5.933,5.851,5.153,5.03
1,565196,570196,4.177,4.439,6.607,7.225,5.65,5.642,29.197,29.2,37.543,37.194,27.358,27.126,7.124,6.59,5.851,6.672,5.03,5.07
1,570196,575198,4.439,5.77,7.225,6.846,5.642,5.615,29.2,29.197,37.194,36.148,27.126,27.029,6.59,6.467,6.672,9.711,5.07,4.988
1,575198,580198,5.77,6.361,6.846,6.526,5.615,5.607,29.197,29.197,36.148,37.998,27.029,27.175,6.467,7.165,9.711,28.849,4.988,5.112
1,580198,585198,6.361,6.942,6.526,6.37,5.607,5.587,29.197,29.211,37.998,35.78,27.175,27.116,7.165,8.972,28.849,24.66,5.112,5.112
1,585198,590198,6.942,7.224,6.37,6.312,5.587,5.54,29.211,29.186,35.78,35.431,27.116,27.271,8.972,6.015,24.66,7.411,5.112,5.112
1,590198,595199,7.224,7.224,6.312,6.312,5.54,5.536,29.186,29.193,35.431,34.86,27.271,27.513,6.015,6.672,7.411,7.986,5.112,5.194
1,595199,600198,7.224,8.588,6.312,6.325,5.536,5.516,29.193,29.193,34.86,36.816,27.513,27.165,6.672,8.109,7.986,23.346,5.194,5.03
