Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
1,1829001,1834001,5.0,5.0,5.0,5.0,7.054,7.247,25.466,25.466,35.673,35.722,32.585,32.556,6.056,5.851,9.218,8.849,10.82,7.001
1,1834001,1839000,5.0,5.0,5.0,5.0,7.247,7.164,25.466,25.452,35.722,35.935,32.556,32.45,5.851,5.768,8.849,7.617,7.001,6.713
1,1839000,1844001,5.0,5.0,5.0,5.0,7.164,7.077,25.452,25.456,35.935,36.245,32.45,33.069,5.768,7.575,7.617,10.081,6.713,7.74
1,1844001,1849001,5.0,5.0,5.0,5.0,7.077,7.042,25.456,25.452,36.245,36.129,33.069,32.392,7.575,7.247,10.081,9.095,7.74,7.411
1,1849001,1854000,5.0,1.804,5.0,4.991,7.042,7.054,25.452,25.452,36.129,36.293,32.392,34.066,7.247,5.892,9.095,9.259,7.411,8.356
1,1854000,1859000,1.804,1.763,4.991,4.996,7.054,7.026,25.452,25.445,36.293,36.594,34.066,32.769,5.892,6.138,9.259,8.356,8.356,8.315
1,1859000,1864000,1.763,5.0,4.996,5.0,7.026,6.88,25.445,25.438,36.594,36.632,32.769,33.515,6.138,6.302,8.356,8.315,8.315,6.877
1,1864000,1869000,5.0,5.0,5.0,5.0,6.88,6.987,25.438,25.428,36.632,36.923,33.515,32.237,6.302,6.22,8.315,8.52,6.877,8.315
1,1869000,1873999,5.0,5.0,5.0,5.0,6.987,6.9,25.428,25.438,36.923,37.107,32.237,32.372,6.22,6.96,8.52,7.945,8.315,7.165
1,1873999,1878999,5.0,5.0,5.0,5.0,6.9,6.892,25.438,25.421,37.107,36.274,32.372,33.002,6.96,6.795,7.945,10.081,7.165,12.915
1,1878999,1883999,5.0,5.0,5.0,5.0,6.892,6.801,25.421,25.421,36.274,36.39,33.002,32.276,6.795,5.892,10.081,8.726,12.915,7.781
1,1883999,1888997,5.0,5.0,5.0,5.0,6.801,6.833,25.421,25.424,36.39,35.857,32.276,32.314,5.892,6.179,8.726,8.027,7.781,7.288
1,1888997,1893997,5.0,5.0,5.0,5.0,6.833,6.754,25.424,25.414,35.857,36.303,32.314,32.305,6.179,6.837,8.027,8.972,7.288,7.329
1,1893997,1898997,5.0,5.0,5.0,5.0,6.754,6.73,25.414,25.417,36.303,36.787,32.305,32.169,6.837,6.138,8.972,8.438,7.329,7.699
1,1898997,1903997,5.0,5.0,5.0,5.0,6.73,6.647,25.417,25.403,36.787,36.71,32.169,32.614,6.138,5.851,8.438,8.356,7.699,7.575
1,1903997,1908996,5.0,5.0,5.0,5.0,6.647,6.604,25.403,25.41,36.71,36.274,32.614,32.179,5.851,5.851,8.356,8.315,7.575,8.233
1,1908996,1913996,5.0,5.0,5.0,5.0,6.604,6.628,25.41,25.407,36.274,36.322,32.179,33.079,5.851,5.892,8.315,9.177,8.233,8.644
1,1913996,1918996,5.0,5.0,5.0,5.0,6.628,6.565,25.407,25.396,36.322,35.373,33.079,32.856,5.892,6.22,9.177,9.711,8.644,9.136
1,1918996,1923995,5.0,5.0,5.0,5.0,6.565,6.62,25.396,25.389,35.373,36.642,32.856,32.295,6.22,6.056,9.711,8.644,9.136,7.288
1,1923995,1928995,5.0,5.671,5.0,4.437,6.62,6.561,25.389,25.382,36.642,36.322,32.295,32.866,6.056,7.658,8.644,8.397,7.288,8.849
1,1928995,1933995,5.671,6.696,4.437,4.957,6.561,6.49,25.382,25.386,36.322,36.042,32.866,33.689,7.658,8.109,8.397,9.301,8.849,8.109
1,1933995,1938995,6.696,6.66,4.957,5.702,6.49,6.435,25.386,25.365,36.042,36.739,33.689,33.108,8.109,6.837,9.301,7.74,8.109,9.095
1,1938995,1943994,6.66,7.076,5.702,5.986,6.435,6.517,25.365,25.365,36.739,36.08,33.108,32.798,6.837,6.179,7.74,8.602,9.095,8.767
1,1943994,1948994,7.076,7.039,5.986,5.614,6.517,6.482,25.365,25.379,36.08,36.08,32.798,32.469,6.179,6.343,8.602,8.315,8.767,13.079
1,1948994,1953994,7.039,7.005,5.614,5.09,6.482,6.371,25.379,25.365,36.08,36.351,32.469,32.576,6.343,6.508,8.315,8.109,13.079,7.658
1,1953994,1958993,7.005,7.004,5.09,5.09,6.371,6.431,25.365,25.368,36.351,37.698,32.576,34.037,6.508,6.837,8.109,7.575,7.658,7.494
1,1958993,1963993,7.004,7.004,5.09,5.111,6.431,6.423,25.368,25.372,37.698,36.681,34.037,32.885,6.837,6.795,7.575,8.027,7.494,8.479
1,1963993,1968993,7.004,7.075,5.111,5.024,6.423,6.348,25.372,25.372,36.681,36.574,32.885,34.028,6.795,7.247,8.027,8.356,8.479,12.422
1,1968993,1973993,7.075,7.063,5.024,5.108,6.348,6.344,25.372,25.354,36.574,36.284,34.028,32.101,7.247,11.929,8.356,7.452,12.422,8.397
1,1973993,1978992,7.063,7.025,5.108,5.115,6.344,6.297,25.354,25.347,36.284,34.763,32.101,33.079,11.929,8.931,7.452,7.329,8.397,9.876
1,1978992,1983992,7.025,7.126,5.115,5.266,6.297,6.304,25.347,25.34,34.763,35.693,33.079,32.624,8.931,12.052,7.329,7.288,9.876,9.752
1,1983992,1988992,7.126,7.126,5.266,5.259,6.304,6.249,25.34,25.347,35.693,36.913,32.624,32.827,12.052,10.943,7.288,7.124,9.752,10.738
1,1988992,1993991,7.126,7.036,5.259,5.207,6.249,6.312,25.347,25.351,36.913,36.216,32.827,32.982,10.943,9.301,7.124,9.629,10.738,8.069
1,1993991,1998991,7.036,6.987,5.207,5.048,6.312,6.178,25.351,25.358,36.216,36.129,32.982,32.363,9.301,6.426,9.629,7.575,8.069,9.506
1,1998991,2003991,6.987,7.021,5.048,5.03,6.178,6.19,25.358,25.344,36.129,36.1,32.363,32.943,6.426,6.262,7.575,7.411,9.506,8.027
1,2003991,2008991,7.021,6.871,5.03,5.025,6.19,6.127,25.344,25.333,36.1,34.773,32.943,32.44,6.262,6.343,7.411,7.452,8.027,8.315
1,2008991,2013990,6.871,6.87,5.025,5.146,6.127,6.123,25.333,25.347,34.773,35.47,32.44,33.534,6.343,8.027,7.452,7.329,8.315,8.602
